created_at,tweet,username,hashtags,cashtags,retweets_count,likes_count,replies_count,coin
2021-11-30 09:38:47 UTC,Not to mention the money I made on Cardano,altcoingordon,[],[],0,11,3,ADA
2021-11-30 07:55:58 UTC,If you are not all in Cardano NGMI,altcoingordon,[],[],0,42,11,ADA
2021-11-28 10:25:13 UTC,Cardano is already doing this,altcoingordon,[],[],1,185,18,ADA
2021-11-27 17:01:21 UTC,I’m hearing rumors that due to all of the negativity it gets on twitter Cardano will be rebranding in to Cardayes.  I think this is the catalyst we have been waiting for to see a pump 👀,altcoingordon,[],[],30,462,76,ADA
2021-11-27 15:11:56 UTC,Sauces tell me that Blue horseshoe loves Cardano,altcoingordon,[],[],10,165,43,ADA
2021-11-24 11:44:29 UTC,"Lol yeah, everyday I see at least one “Cardano is stable coin” joke now 😂",altcoingordon,[],[],0,1,0,ADA
2021-11-24 11:24:58 UTC,Are there any other coins that are up 10X this year but haven’t gone up for a few weeks other than Cardano? I want to make some new stable coin jokes,altcoingordon,[],[],12,339,141,ADA
2021-11-24 06:52:42 UTC,Buying Cardano,altcoingordon,[],[],0,50,8,ADA
2021-11-24 06:41:17 UTC,The amount of FUD on Cardano right now in an obvious attempt to suppress the price is laughable.  How long do you think you can stop the people realizing it is the greatest digital asset in the world? Why do you think Elon Musk is loading up on it???,altcoingordon,[],[],56,775,122,ADA
2021-11-23 16:08:37 UTC,sounds like cardano,altcoingordon,[],[],1,111,5,ADA
2021-11-22 16:08:17 UTC,Makes me feel better about the Cardano market makers suppressing the price.   It will come to an end 🙏,altcoingordon,[],[],0,10,3,ADA
2021-11-21 19:49:15 UTC,Honestly next year if $ADA doesn’t hit $1K I’ll be bemused to say the least,altcoingordon,[],['ada'],61,1215,327,ADA
2021-11-21 15:00:50 UTC,"Incase my new followers missed it,  Here are my price targets for end of the year.   BTC $87K ETH $9,850 ADA $31 LINK $121 COTI $10 ETHERIUM $9,200 XRP $1.21  What do you think? 🤔",altcoingordon,[],[],448,5025,1989,ADA
2021-11-21 14:06:30 UTC,"$50k worth of Cardano, staked 🙏",altcoingordon,[],[],0,82,9,ADA
2021-11-21 14:02:32 UTC,What comes first:  $ETH 2.0   $LINK staking  Altcoin Gordon making a bad trade  or  $ADA smart contracts??,altcoingordon,[],"['eth', 'link', 'ada']",33,895,200,ADA
2021-11-21 10:05:20 UTC,"Quite smart bro, hope you kept a moon bag of ADA incase we go to $1K though",altcoingordon,[],[],2,70,11,ADA
2021-11-20 20:56:59 UTC,"It’s time to put my money where my mouth is and document my trading live so you can see how great I am.  Will be starting a 1 $ADA to 10 $ADA challenge soon, who’s ready?",altcoingordon,[],"['ada', 'ada']",52,1373,121,ADA
2021-11-19 15:21:16 UTC,Do you agree Cardano is better than bitcoin?,altcoingordon,[],[],5,155,41,ADA
2021-11-18 18:42:10 UTC,Ada is up a lot more than btc this year,altcoingordon,[],[],1,171,7,ADA
2021-11-18 18:40:18 UTC,Name one thing Bitcoin does better than Cardano.  I’ll wait.,altcoingordon,[],[],81,1475,939,ADA
2021-11-18 17:59:07 UTC,I already know what house I’m buying when $ADA finally flips $ETH 😍  What will you buy when Cardano flips Etherium?  https://t.co/kYfvdOKL9m,altcoingordon,[],"['ada', 'eth']",30,915,289,ADA
2021-11-17 14:50:03 UTC,Uber has no cars Airbnb has no real estate Cardano has no smart contracts.  If you can’t see how bullish $ADA is right now I can’t help you.,altcoingordon,[],['ada'],749,8248,621,ADA
2021-11-17 06:45:13 UTC,What’s that then? Be able to have a joke and not take themselves too seriously?,altcoingordon,[],[],0,9,1,ADA
2021-11-16 20:20:08 UTC,"Cardano, this is why there is no smart contracts. If nobody uses it it doesn’t use any energy 🙏",altcoingordon,[],[],19,438,36,ADA
2021-11-16 17:12:08 UTC,Cardano foundation has just officially announced the “smart contract killer”  Cardano will be releasing “genius contracts” next month which will finally kill Ethereum in my opinion 🙏,altcoingordon,[],[],332,3516,417,ADA
2021-11-16 16:19:51 UTC,"$200K right now or 50,000 $ADA staked and earning you passive income?   Real investors will take the ADA, that’s the power of passive income 😎",altcoingordon,[],['ada'],52,1112,207,ADA
2021-11-15 19:56:22 UTC,"I called:  Cardano in 2015 at $0.00035 Etherium in 2014 at $.0.27 Doge in 2018 at $0.03 Bitcoin in 2021 at $68,250  Follow me for financial freedom 🚀🚀",altcoingordon,[],[],207,4556,609,ADA
2021-11-15 19:16:21 UTC,Cardano fixes this mate,altcoingordon,[],[],6,407,57,ADA
2021-11-14 10:20:06 UTC,Tonight I wore my Cardano hoodie to Soho House London and got zero comments.  It’s actually unbelievable how fucking early we are.,altcoingordon,[],[],41,1529,99,ADA
2021-11-13 20:05:49 UTC,"I’m staking around 10 different tokens currently, like $ada $algo $tomo $ont $dvp $zil etc",altcoingordon,[],"['ada', 'algo', 'tomo', 'ont', 'dvp', 'zil']",0,7,3,ADA
2021-11-12 12:08:55 UTC,What’s your favorite undervalued small cap with strong FA?   Mine is $ADA,altcoingordon,[],['ada'],73,1597,516,ADA
2021-11-11 21:07:30 UTC,ADA is the future of france ser,altcoingordon,[],[],0,35,4,ADA
2021-11-11 20:18:00 UTC,To show gratitude for all my new followers I am doing a give away 🙏  0.5 $ADA to one lucky follower who retweets this 🤑,altcoingordon,[],['ada'],1217,1865,351,ADA
2021-11-08 20:18:07 UTC,If you followed my calls you would have bought:   $BTC at $800 $ETH at $70 $XRP at $2.80 $ADA at $0.02  Follow me and I’ll make you rich,altcoingordon,[],"['btc', 'eth', 'xrp', 'ada']",592,11556,1356,ADA
2021-11-08 14:14:32 UTC,I have made a 5X on ADA in the last week,altcoingordon,[],[],0,79,19,ADA
2021-11-08 14:11:38 UTC,"Im so confident that Cardano flips ETH by end of the year, that if it doesn’t I genuinely will actually and that’s a promise.",altcoingordon,[],[],23,391,49,ADA
2021-11-07 16:39:59 UTC,"Much is made lately of unrealized gains being a means of tax avoidance, so I propose selling 10% of my Cardano holdings.  Do you support this?",altcoingordon,[],[],7,60,54,ADA
2021-11-07 07:24:22 UTC,and cardano,altcoingordon,[],[],0,72,16,ADA
2021-11-06 19:20:15 UTC,Yes and buy some Cardano with the money,altcoingordon,[],[],10,585,62,ADA
2021-11-06 19:12:19 UTC,Are we ready to admit that Cardano is the number one Crypto currency now?,altcoingordon,[],[],78,1542,270,ADA
2021-10-29 13:01:57 UTC,When I hit 100K followers Charles has said he will give me a Pay rise for my Cardano shill tweets 🙏,altcoingordon,[],[],5,196,22,ADA
2021-10-28 18:39:44 UTC,"Seeing $SHIB reach a market cap that high has made me start to re asses my targets for other coins  Here are my price targets for end of the year.   BTC $125K ETH $9,850 ADA $48 LINK $121 COTI $10 Cardano $53 XRP $1.33  What do you think? 🤔",altcoingordon,[],['shib'],259,3542,1416,ADA
2021-10-26 12:13:41 UTC,BREAKING: Tesla may start accepting Cardano for payment - SEC filing.,altcoingordon,[],[],229,2660,248,ADA
2021-10-25 18:05:11 UTC,I have like $5B in Cardano 🙈,altcoingordon,[],[],0,113,8,ADA
2021-10-25 17:48:36 UTC,Cardano really taking over the world 👀,altcoingordon,[],[],21,271,41,ADA
2021-10-25 15:28:18 UTC,"The Cardano is ecosystem is really shaping up!  I love what I’m seeing from  and their cNFT white list is now live, they will also have their own streaming app where you can earn $demon tokens from listening to music and playing games 👀😈  https://t.co/BBPeQVf8r8",altcoingordon,[],['demon'],10,75,22,ADA
2021-10-24 18:50:44 UTC,Me and Elon when he pumps Cardano to $10  https://t.co/TIUghflcPU,altcoingordon,[],[],27,515,61,ADA
2021-10-24 18:28:26 UTC,Sir how many Cardano coins are you holding?  👀,altcoingordon,[],[],92,2195,367,ADA
2021-10-24 14:38:50 UTC,When Cardano hits $500 I am buying the yellow Lambo 😍  What Lambo will you buy when $ADA hits $500?  https://t.co/g87E8zqdVw,altcoingordon,[],['ada'],13,467,218,ADA
2021-10-24 14:06:48 UTC,Me when $ADA hits $10  https://t.co/vIE5eba2zm,altcoingordon,[],['ada'],13,370,60,ADA
2021-10-24 08:13:33 UTC,Cardano? More like CardaYES!   Send it Charles 🚀🚀,altcoingordon,[],[],19,287,29,ADA
2021-10-24 07:54:36 UTC,Could Cardano be any more bullish? 👀👀👀,altcoingordon,[],[],48,979,159,ADA
2021-10-23 10:31:15 UTC,What's the most undervalued proof of stake project right now?   Other than Cardano.,altcoingordon,[],[],9,282,161,ADA
2021-10-21 13:01:21 UTC,"I know I’m late but I just finished listening to the Vitalik interview with Pomp.  “We have to step our game up, Cardano can currently do everything Ethereum can but better,faster and cheaper”  Why isn’t everyone talking about this?🤯",altcoingordon,[],[],321,1715,154,ADA
2021-10-21 08:52:58 UTC,Cardano is ridiculously undervalued right now. Should be a $5T market cap at least,altcoingordon,[],[],22,648,114,ADA
2021-10-20 12:33:31 UTC,Everyone saying Cardano 😮,altcoingordon,[],[],12,102,37,ADA
2021-10-18 10:02:28 UTC,I’m still waiting for the ADA,altcoingordon,[],[],0,0,2,ADA
2021-10-17 18:41:06 UTC,"After a great start to Q4 I have updated my price targets for end of the year.   BTC $98,750 ETH $9,750 ADA $48 LINK $142 COTI $1.85 ETHEREUM $9,300 XRP $1.27  Am bullish enough? 🤔",altcoingordon,[],[],384,4436,1304,ADA
2021-10-17 17:52:42 UTC,Cardano is the next USA,altcoingordon,[],[],0,50,5,ADA
2021-10-16 17:59:16 UTC,I have 3 Cardano on Barney,altcoingordon,[],[],3,65,5,ADA
2021-10-11 14:49:50 UTC,just was in a meeting w some elite emirati investors   didn’t ask about bitcoin   didn’t ask about eth   didn’t ask about sol   they asked about whether it’s a good time to enter Cardano,altcoingordon,[],[],76,1268,147,ADA
2021-10-10 18:27:26 UTC,The Cardano ecosystem is really starting to shape up!   This play to earn game  actually looks lit 🔥   They are releasing the utility #cNFT soon and could be big 👀  https://t.co/bKKtYNRRGt,altcoingordon,['cnft'],[],8,79,9,ADA
2021-10-10 13:05:43 UTC,I bought $ADA under $0.10. Sold my initial and took some profit at a 10X-20X and now have a nice bag I’m staking.  Sold my initial and took profit on $TEL at nearly a 200X and have a fat bag I’ll be staking soon   Sold my initial in $FTM at a 70X and have a bag currently at 140X,altcoingordon,[],"['ada', 'tel', 'ftm']",41,700,49,ADA
2021-10-09 18:55:46 UTC,"Exactly, this is why I like Cardano",altcoingordon,[],[],0,11,1,ADA
2021-10-09 17:11:16 UTC,"Would you rather have 10 Bitcoin or 1000 $ADA staked and earning you passive income?  I’d choose the ADA, passive income is the goal 🙏",altcoingordon,[],['ada'],118,2183,884,ADA
2021-10-08 18:52:50 UTC,"Facebook and Instagram down again?  I’m a Cardano holder, I can’t relate 😎",altcoingordon,[],[],12,300,23,ADA
2021-10-08 17:20:36 UTC,"so does cardano, but it doesn't harm the environment",altcoingordon,[],[],4,29,4,ADA
2021-10-06 19:30:58 UTC,I can’t believe people argue with me about Cardano’s tech. I have been Hodling since 2015 I think I know what I’m talking about.,altcoingordon,[],[],13,381,34,ADA
2021-10-06 18:16:07 UTC,If Cardano goes to $1K I can semi retire 😍,altcoingordon,[],[],10,531,86,ADA
2021-10-05 14:42:06 UTC,"You already know that I love challenges. If this account exceeds 200k subscribers, I will distribute 10 ADA among 4 subscribers, each 2.5.",altcoingordon,[],[],12,355,66,ADA
2021-10-04 18:14:22 UTC,Facebook: Down Instagram: Down Whatsapp: Down  Cardano is never down 😎,altcoingordon,[],[],22,466,45,ADA
2021-10-04 14:44:07 UTC,1 Cardano = 1 BTC by 2024 or I delete my account 🤝,altcoingordon,[],[],291,4039,1372,ADA
2021-10-04 14:09:32 UTC,ETH is apples SOL is oranges   ADA is the whole store 😎,altcoingordon,[],[],48,784,80,ADA
2021-10-04 13:09:00 UTC,Market caps:  $ETH - $400B mc $ADA - $74B mc $BNB - $66B mc $SOL - $53B mc $LUNA - $17B mc  Cardano is still so undervalued!,altcoingordon,[],"['eth', 'ada', 'bnb', 'sol', 'luna']",46,723,98,ADA
2021-10-03 06:06:17 UTC,This is obvious symbolism that They are going heavily in to Cardano 👀,altcoingordon,[],[],0,66,5,ADA
2021-10-02 17:12:41 UTC,What do you what do you think is the Cardano killer? There doesn’t seem to be anything that can compete with it currently!,altcoingordon,[],[],3,136,74,ADA
2021-10-01 20:17:49 UTC,Was just in a meeting with some of the top fund managers on Wall street and they are all asking about Cardano,altcoingordon,[],[],32,487,66,ADA
2021-09-29 13:44:32 UTC,Cardano solves all of this,altcoingordon,[],[],0,6,5,ADA
2021-09-27 19:30:26 UTC,"Price targets for end of the year   BTC $98,750 ETH $8,500 ADA $47 LINK $96 COTI $1.75 ETHEREUM $9,250 XRP $0.97  What do you think, too high or too low?",altcoingordon,[],[],372,4764,1980,ADA
2021-09-25 22:43:03 UTC,Cardano partnering with a fortune 250 company.  Probably nothing,altcoingordon,[],[],27,464,40,ADA
2021-09-23 16:35:22 UTC,When Cardano hits $500 I am buying this yacht.  What will you buy when Cardano hits $500 next year?  https://t.co/tQy5i8bXXX,altcoingordon,[],[],65,1302,503,ADA
2021-09-23 10:17:50 UTC,Because I shilled him cardano and his followers got very upset with me,altcoingordon,[],[],0,1,1,ADA
2021-09-23 10:09:22 UTC,"Michael Saylor please unblock me, I promise not to shill Cardano in your replies 20 times a day any more 👉👈",altcoingordon,[],[],3,254,35,ADA
2021-09-21 14:49:41 UTC,BILL GATES IS BUYING CARDANO - Sauces,altcoingordon,[],[],8,185,24,ADA
2021-09-18 20:17:05 UTC,How is Cardano still valued under $500B? We are so early!,altcoingordon,[],[],20,459,64,ADA
2021-09-18 19:41:00 UTC,Cardano or bitcoin?,altcoingordon,[],[],0,34,5,ADA
2021-09-15 11:54:27 UTC,If he was holding Cardano she would have gone back to his place instantly IMO,altcoingordon,[],[],0,3,3,ADA
2021-09-14 14:31:34 UTC,What are some good home work out exercises?  I told my personal trainer to go all in on $ADA at $3 and can’t go back to the gym for a while,altcoingordon,[],['ada'],114,2074,196,ADA
2021-09-13 16:23:44 UTC,I’m buying this island when $ADA hits $500 😎  https://t.co/kWhPJOESp7,altcoingordon,[],['ada'],28,661,122,ADA
2021-09-13 07:07:59 UTC,Just finished listening to Donda and reading up about Cardano smart contracts and you tweet this 👀,altcoingordon,[],[],0,8,1,ADA
2021-09-11 19:00:00 UTC,Cardano = freedom,altcoingordon,[],[],3,40,5,ADA
2021-09-10 18:14:28 UTC,I would rather make 100 $ADA a year working for my self over making $100K in a 9-5 😤,altcoingordon,[],['ada'],9,284,46,ADA
2021-09-10 13:02:17 UTC,Me discussing $ADA and $tel  https://t.co/pVH1Hm1sR3,altcoingordon,[],"['ada', 'tel']",7,82,8,ADA
2021-09-10 03:45:00 UTC,I’m talking about $ADA,altcoingordon,[],['ada'],4,250,24,ADA
2021-09-09 17:25:29 UTC,But Cardano is the GOAT??,altcoingordon,[],[],0,7,0,ADA
2021-09-09 17:11:58 UTC,Me when Cardano hits $500  https://t.co/osV0KqJd2Z,altcoingordon,[],[],50,900,106,ADA
2021-09-07 18:33:46 UTC,MICHAEL SAYLOR SET TO ANNOUNCE $1.5B PURCHASE OF CARDANO - Sauces,altcoingordon,[],[],26,468,60,ADA
2021-09-05 16:58:58 UTC,Would you rather have:   •$500K  •A book that teaches you how to make $500K  •Lunch with me  •350 $ADA staked and earning you passive income?,altcoingordon,[],['ada'],25,829,508,ADA
2021-09-05 15:51:28 UTC,I think she probably meant $6K worth of Cardano 🤷‍♂️,altcoingordon,[],[],0,4,2,ADA
2021-09-05 12:28:16 UTC,Send Cardano to $1K!!,altcoingordon,[],[],0,15,2,ADA
2021-09-05 09:22:02 UTC,If you are reading about the issues with Cardano right now and can’t see how extremely bullish it is you’re NGMI,altcoingordon,[],[],15,290,29,ADA
2021-09-04 18:48:09 UTC,Because Ada is the future,altcoingordon,[],[],0,20,3,ADA
2021-09-04 18:41:03 UTC,Have you bought Cardano yet or are you waiting for $10?,altcoingordon,[],[],9,271,73,ADA
2021-09-04 13:02:17 UTC,Bitcoin is AOL Ethereum is Yahoo Cardano is The Internet,altcoingordon,[],[],67,733,156,ADA
2021-09-03 13:45:25 UTC,If you are not holding Cardano you are cardaNOT going to make it 🤷‍♂️,altcoingordon,[],[],9,215,44,ADA
2021-09-03 03:52:52 UTC,Bitcoin replacing the dollar is a lot less likely than Cardano replacing Bitcoin.  Few.,altcoingordon,[],[],16,307,37,ADA
2021-09-02 17:31:08 UTC,Me when Cardano hits $1k  https://t.co/yLUFYpEdHr,altcoingordon,[],[],345,2939,488,ADA
2021-09-01 16:33:55 UTC,When satoshi got fired from his role at Cardano,altcoingordon,[],[],0,19,0,ADA
2021-09-01 13:12:41 UTC,Yes people have made a fortune shorting Cardano this year 🙏,altcoingordon,[],[],0,15,2,ADA
2021-11-30 22:26:15 UTC,Can #Cardano change the world?,cardanians_io,['cardano'],[],20,513,56,ADA
2021-11-30 20:18:25 UTC,"#Cryptocurrency adoption will be faster and more meaningful when it is possible to take out a loan and compete with the traditional financial system. #Cardano may be the first project to do so, as it will have #Hydra, #Djed, and #Atala PRISM. $ADA",cardanians_io,"['cryptocurrency', 'cardano', 'hydra', 'djed', 'atala']",['ada'],20,167,4,ADA
2021-11-30 15:45:34 UTC,Only a few people can have 1 #bitcoin. It is still a chance to own 1000 $ADA. #Cardano is here to stay and #staking ADA is so cool &amp; easy. Try it.,cardanians_io,"['bitcoin', 'cardano', 'staking']",['ada'],25,313,17,ADA
2021-11-30 13:39:05 UTC,Plutus Application Backend (PAB) is available on the testnet and people play with it. #Cardano will enter into the #DeFi space once PAB is rolled out. $ADA,cardanians_io,"['cardano', 'defi']",['ada'],58,469,19,ADA
2021-11-30 11:19:51 UTC,People tend to deny the coming changes and therefore spread FUD. But FUD will not stop #Cardano. It's better to get past the denial phase and accept the change. Cardano is bigger than people think. $ADA,cardanians_io,['cardano'],['ada'],25,223,8,ADA
2021-11-30 07:56:46 UTC,"If you follow me and you are cardano troll, pls comment bellow why is cardano shitcoin/without future/whatever 👇 #cleaningday",cardanians_io,['cleaningday'],[],1,43,6,ADA
2021-11-30 07:24:13 UTC,"In the world of technology, there is no such thing as the best solution forever. Innovation and improvements push the envelope. People tend to use the best they can. #Cardano will get better every year and may dominate for several decades. $ADA",cardanians_io,['cardano'],['ada'],14,154,2,ADA
2021-11-29 19:11:58 UTC,There will only be 45B ADA coins. Every $ADA is worth buying. #Cardano,cardanians_io,['cardano'],['ada'],49,674,20,ADA
