,datetime,asset,sentiment_positive_total,sentiment_negative_total,dev_activity,dev_activity_change_30d,dev_activity_contributors_count,github_activity_contributors_count,marketcap_usd
144,2021-10-23 00:00:00+00:00,ETH,1682.3085724711418,489.07335352897644,0.0,-1.0,0.0,8.0,492462196227.0
145,2021-10-24 00:00:00+00:00,ETH,1579.6244470477104,463.53440022468567,10.0,-0.9808429118773946,2.0,9.0,482628847456.0
146,2021-10-25 00:00:00+00:00,ETH,1217.146965444088,497.39428544044495,0.0,-1.0,0.0,4.0,498030801217.0
147,2021-10-26 00:00:00+00:00,ETH,1906.0586068630219,541.96865183115,0.0,-1.0,0.0,0.0,487840182030.0
148,2021-10-27 00:00:00+00:00,ETH,1641.1490829586983,675.0613718032837,0.0,-1.0,0.0,0.0,464175061361.0
149,2021-10-28 00:00:00+00:00,ETH,1807.4532228708267,832.8644622564316,0.0,-1.0,0.0,0.0,506402198179.0
150,2021-10-29 00:00:00+00:00,ETH,2044.8195706605911,1020.4101308584213,64.0,-0.8861209964412812,13.0,57.0,521512615610.0
151,2021-10-30 00:00:00+00:00,ETH,2665.307385802269,786.5964115858078,93.0,-0.6654676258992807,25.0,134.0,511045675623.0
152,2021-10-31 00:00:00+00:00,ETH,1548.5831359624863,657.2570949196815,121.0,-0.6096774193548387,21.0,131.0,506663636947.0
153,2021-11-01 00:00:00+00:00,ETH,2073.9201197624207,663.2007492184639,422.0,3.795454545454546,64.0,252.0,511040780623.0
154,2021-11-02 00:00:00+00:00,ETH,2527.808737874031,1036.140400648117,534.0,5.357142857142857,65.0,244.0,541846540463.0
155,2021-11-03 00:00:00+00:00,ETH,2103.323103249073,986.6289722919464,392.0,-0.22834645669291342,56.0,209.0,544555114009.0
156,2021-11-04 00:00:00+00:00,ETH,1907.7244121432304,814.2066678404808,369.0,0.7488151658767772,49.0,193.0,536356841434.0
157,2021-11-05 00:00:00+00:00,ETH,1763.03149163723,692.4484837651253,278.0,0.3429951690821256,45.0,186.0,530378899238.0
158,2021-11-06 00:00:00+00:00,ETH,1748.6956597566605,772.692472577095,45.0,-0.23728813559322037,21.0,150.0,534616843813.0
159,2021-11-07 00:00:00+00:00,ETH,1807.1660538315773,862.9927891492844,108.0,0.18681318681318682,26.0,154.0,546381671971.0
160,2021-11-08 00:00:00+00:00,ETH,2353.944414794445,1117.8133255839348,408.0,13.571428571428571,53.0,203.0,569094330697.0
161,2021-11-09 00:00:00+00:00,ETH,2381.644584476948,1162.336996436119,325.0,3.8507462686567164,50.0,201.0,560049280556.0
162,2021-11-10 00:00:00+00:00,ETH,2791.1125500798225,1057.8379707336426,498.0,3.3684210526315788,63.0,209.0,548414296327.0
163,2021-11-11 00:00:00+00:00,ETH,2821.8382828831673,934.3436814546585,263.0,1.7113402061855671,51.0,226.0,559621726330.0
164,2021-11-12 00:00:00+00:00,ETH,3566.6411885619164,1148.9714068770409,171.0,0.5545454545454545,44.0,195.0,552199380998.0
165,2021-11-13 00:00:00+00:00,ETH,,,76.0,-0.3448275862068966,21.0,150.0,550649779810.0
166,2021-11-14 00:00:00+00:00,ETH,,,36.0,-0.7209302325581395,13.0,116.0,547499259423.0
167,2021-11-15 00:00:00+00:00,ETH,,,219.0,8.125,48.0,210.0,539410730883.0
168,2021-11-16 00:00:00+00:00,ETH,,,275.0,0.20087336244541487,50.0,179.0,499090512787.0
169,2021-11-17 00:00:00+00:00,ETH,,,339.0,4.745762711864407,49.0,187.0,507579384616.0
170,2021-11-18 00:00:00+00:00,ETH,,,325.0,2.316326530612245,56.0,223.0,473663292938.0
171,2021-11-19 00:00:00+00:00,ETH,,,226.0,2.5873015873015874,40.0,188.0,508960524908.0
172,2021-11-20 00:00:00+00:00,ETH,,,32.0,0.18518518518518512,15.0,144.0,522236291601.0
173,2021-11-21 00:00:00+00:00,ETH,,,67.0,15.75,24.0,154.0,505690293990.0
174,2021-11-22 00:00:00+00:00,ETH,,,332.0,0.0,46.0,221.0,484275218142.0
175,2021-11-23 00:00:00+00:00,ETH,,,520.0,51.0,58.0,244.0,514217959090.0
176,2021-11-24 00:00:00+00:00,ETH,,,425.0,0.0,52.0,242.0,506607011836.0
177,2021-11-25 00:00:00+00:00,ETH,,,262.0,0.0,50.0,242.0,535507272372.0
178,2021-11-26 00:00:00+00:00,ETH,,,183.0,0.0,37.0,238.0,477672051593.0
179,2021-11-27 00:00:00+00:00,ETH,,,55.0,0.0,20.0,164.0,485548014481.0
180,2021-11-28 00:00:00+00:00,ETH,,,53.0,-0.171875,16.0,197.0,509016708179.0
181,2021-11-29 00:00:00+00:00,ETH,,,324.0,2.4838709677419355,51.0,255.0,526931291117.0
182,2021-11-30 00:00:00+00:00,ETH,,,310.0,1.56198347107438,59.0,246.0,549085770691.0
183,2021-12-01 00:00:00+00:00,ETH,,,345.0,-0.18246445497630337,56.0,225.0,543871223795.0
184,2021-09-01 00:00:00+00:00,BNB,927.5046375989914,67.84853261709213,9.0,-0.8085106382978724,1.0,10.0,82398701801.0
185,2021-09-02 00:00:00+00:00,BNB,934.2426217794418,56.702904880046844,0.0,-1.0,0.0,4.0,81365050658.0
186,2021-09-03 00:00:00+00:00,BNB,647.0906024575233,50.345771849155426,0.0,-1.0,0.0,5.0,82152548426.0
187,2021-09-04 00:00:00+00:00,BNB,592.2674750089645,48.376184582710266,0.0,-1.0,0.0,2.0,83745429070.0
188,2021-09-05 00:00:00+00:00,BNB,544.3277109265327,101.05659598112106,12.0,5.0,2.0,6.0,84845287774.0
189,2021-09-06 00:00:00+00:00,BNB,380.89648020267487,57.40355783700943,0.0,-1.0,0.0,5.0,83383364628.0
190,2021-09-07 00:00:00+00:00,BNB,571.6428269147873,69.3484343290329,0.0,0.0,0.0,2.0,70198688492.0
191,2021-09-08 00:00:00+00:00,BNB,413.30751663446426,55.953230917453766,0.0,-1.0,0.0,4.0,69795896084.0
192,2021-09-09 00:00:00+00:00,BNB,611.7065671086311,52.63114148378372,0.0,-1.0,0.0,3.0,70831094067.0
193,2021-09-10 00:00:00+00:00,BNB,411.1224346756935,39.47208654880524,0.0,0.0,0.0,3.0,67527500370.0
194,2021-09-11 00:00:00+00:00,BNB,1037.3252497911453,75.29591715335846,2.0,-0.8,1.0,5.0,68184168765.0
195,2021-09-12 00:00:00+00:00,BNB,641.5409595370293,51.9076743721962,0.0,0.0,0.0,6.0,70059881720.0
196,2021-09-13 00:00:00+00:00,BNB,440.21237099170685,28.86805909872055,0.0,0.0,0.0,2.0,67097343215.0
197,2021-09-14 00:00:00+00:00,BNB,570.1298083662987,46.26708096265793,0.0,-1.0,0.0,2.0,69648451200.0
198,2021-09-15 00:00:00+00:00,BNB,568.9535295963287,40.14520961046219,0.0,0.0,0.0,8.0,72538191093.0
199,2021-09-16 00:00:00+00:00,BNB,447.9315948486328,43.32175773382187,0.0,-1.0,0.0,4.0,71399263250.0
200,2021-09-17 00:00:00+00:00,BNB,456.9475631117821,30.9610955119133,0.0,0.0,0.0,3.0,68370034174.0
201,2021-09-18 00:00:00+00:00,BNB,517.1814698576927,43.04835796356201,0.0,-1.0,0.0,3.0,69072258020.0
202,2021-09-19 00:00:00+00:00,BNB,341.37876468896866,34.49988967180252,0.0,-1.0,0.0,3.0,68679211878.0
203,2021-09-20 00:00:00+00:00,BNB,225.81825375556946,19.99055552482605,4.0,0.0,1.0,7.0,60859875927.0
204,2021-09-21 00:00:00+00:00,BNB,571.9118532538414,13.627282679080963,2.0,0.0,2.0,4.0,57929028275.0
205,2021-09-22 00:00:00+00:00,BNB,462.3943177461624,17.112463414669037,0.0,-1.0,0.0,2.0,63797974297.0
206,2021-09-23 00:00:00+00:00,BNB,380.4074954390526,22.523940682411194,1.0,0.0,1.0,7.0,64414183364.0
207,2021-09-24 00:00:00+00:00,BNB,315.7797816991806,31.580356061458588,0.0,0.0,0.0,3.0,59741824473.0
208,2021-09-25 00:00:00+00:00,BNB,335.85012114048004,21.058136105537415,1.0,0.0,1.0,6.0,58827802628.0
209,2021-09-26 00:00:00+00:00,BNB,333.21455466747284,43.36509472131729,0.0,0.0,0.0,5.0,57869701517.0
210,2021-09-27 00:00:00+00:00,BNB,486.96485465765,35.015785932540894,0.0,0.0,0.0,3.0,56526197213.0
211,2021-09-28 00:00:00+00:00,BNB,317.23901903629303,29.067082703113556,0.0,0.0,0.0,2.0,55995113612.0
