created_at,tweet,username,hashtags,cashtags,retweets_count,likes_count,replies_count,coin,clean_tweets,tweet_score
2021-09-30 11:09:19 UTC,1/ Columbus-5 is now officially live as the new Terra mainnet!   Welcome to the future of Terra 🌕   https://t.co/EFnQnFr2lB,terra_money,[],[],1156,3289,199,LUNA,1 columbus5 is now officially live as the new terra mainnet welcome to the future of terra,1978.25
2021-10-13 18:18:35 UTC,". announced they will launch the first #gamefi ecosystem on #Algorand! Merging gaming and #DeFi, Zone will create new gamefi products and on-chain gaming challenges for millions of gamers across their user base 👉  https://t.co/EfPQ7AKxTk  https://t.co/7di5NHIrOl",algorand,"['gamefi', 'algorand', 'defi']",[],1317,1396,246,ALGO,announced they will launch the first  ecosystem on  merging gaming and  zone will create new gamefi products and onchain gaming challenges for millions of gamers across their user base,1666.0
2021-10-10 09:01:21 UTC,$dot face melting season will come as soon as Gavin announces parachains.,thecryptolark,[],['dot'],500,4616,282,DOT,face melting season will come as soon as gavin announces parachains,1654.0
2021-11-02 11:00:47 UTC,$dot going to flip $sol and $ada before parachain auctions start?,thecryptolark,[],"['dot', 'sol', 'ada']",361,5125,487,DOT,going to flip  and  before parachain auctions start,1642.25
2021-11-19 14:24:00 UTC,$ADA and $DOT are just babies. We are early. 👶,altcoindailyio,[],"['ada', 'dot']",345,4476,545,DOT,and  are just babies we are early,1464.0
2021-09-07 06:09:47 UTC,"Polka $dot has not yet reclaimed its all time high. Parachains, when announced will probably send it to $100.",thecryptolark,[],['dot'],404,3634,248,DOT,polka  has not yet reclaimed its all time high parachains when announced will probably send it to,1312.5
2021-11-20 15:47:12 UTC,$AVAX has flipped $SHIB Utility &gt; Memes,intocryptoverse,[],"['avax', 'shib']",306,4011,328,AVAX,has flipped  utility &gt; memes,1308.75
2021-09-19 06:50:50 UTC,I also agree btcd is irrelevant for anyone not 10figs+  If I were starting out today and looking to run it up hot id own zero btc or eth   Would be in avax sol and their ecosystem plays and it's not even close  This does not mean btc won't flip gold or eth won't go 25k  #facts,zhusu,['facts'],[],476,3228,252,AVAX,i also agree btcd is irrelevant for anyone not 10figs+ if i were starting out today and looking to run it up hot id own zero btc or eth would be in avax sol and their ecosystem plays and it's not even close this does not mean btc won't flip gold or eth won't go 25k,1283.0
2021-09-25 23:24:07 UTC,"It's fast, like the network. #Avalanche.  https://t.co/PN1lOOdJ5t",el33th4xor,['avalanche'],[],347,3395,123,AVAX,it's fast like the network,1195.75
2021-10-07 15:26:21 UTC,⚠️⚠️⚠️ WARNING ⚠️⚠️⚠️  $KST  has NOTHING to do with DOT/KSM/Substrate.  They LIED about building on Substrate. They LIED about launching on Moonriver.  They launched today on Ethereum.  The Polkadot brand was damaged with fake Polka projects.  This wont happen on KSM.,donniebigbags,[],['kst'],833,1427,150,DOT,warning  has nothing to do with dotksmsubstrate they lied about building on substrate they lied about launching on moonriver they launched today on ethereum the polkadot brand was damaged with fake polka projects this wont happen on ksm,1189.75
2021-09-20 12:12:02 UTC,"Decipher the future on Algorand. Join the inaugural two-day experience featuring conversations, networking and hands-on sessions that explore future opportunities for blockchain-based solutions in #DeFi, #NFTs &amp; more.   https://t.co/3yJkB44OMz  https://t.co/kPYEcaNzih",algorand,"['defi', 'nfts']",[],709,1866,239,ALGO,decipher the future on algorand join the inaugural twoday experience featuring conversations networking and handson sessions that explore future opportunities for blockchainbased solutions in   &amp; more,1175.5
2021-10-22 03:52:32 UTC,"Pretty much everything in crypto is following Amara's law  Bitcoin, Ether, Solana, Avalanche, NFTs, DAOs, etc   New paradigms are consistently overestimated in short run and underestimated in the long run",zhusu,[],[],383,2941,151,AVAX,pretty much everything in crypto is following amara's law bitcoin ether solana avalanche nfts daos etc new paradigms are consistently overestimated in short run and underestimated in the long run,1118.25
2021-10-29 13:30:00 UTC,TOP BSC PROJECTS BY ALTRANK ‼  1.  $HAM 2.  $YOOSHI 3.  $BNB 4.  $CUMMIES 5.  $HERO 6.  $SPE 7.  $FEG 8.  $ASS 9.  $SAFEMARS 10.  $POSI  #BSC  https://t.co/5DdmalAsFb,bsc_daily,['bsc'],"['ham', 'yooshi', 'bnb', 'hero', 'spe', 'feg', 'ass', 'posi']",663,1693,901,BNB,top bsc projects by altrank 1  2  3  4  5  6  7  8  9  10,1086.25
2021-11-05 10:00:01 UTC,TOP BSC PROJECTS MENTIONED THE MOST ON TWITTER 📢  $CAKE  $CATE  $NFTB  $NFTBS  $YOOSHI  $LZ  $HAM  $BNB  $FEG  $TREES   #BSC  https://t.co/mAeV66dE9p,bsc_daily,['bsc'],"['cake', 'cate', 'nftb', 'nftbs', 'yooshi', 'lz', 'ham', 'bnb', 'feg', 'trees']",645,1659,995,BNB,top bsc projects mentioned the most on twitter,1059.75
2021-09-07 13:01:33 UTC,"The launch of El Salvador’s state-issued #Bitcoin wallet is assisted by major crypto companies, including Bitso crypto exchange, Silvergate Bank, Athena Bitcoin and Algorand.  https://t.co/KkE00FiFri",cointelegraph,['bitcoin'],[],969,161,38,ALGO,the launch of el salvadors stateissued  wallet is assisted by major crypto companies including bitso crypto exchange silvergate bank athena bitcoin and algorand,1009.25
2021-11-26 12:30:00 UTC,TOP BSC PROJECTS MENTIONED THE MOST ON TWITTER ‼  $CAKE  $TCT  $NFTBS  $BSCS  $CATE  $SFUND  $BNB  $HAM  $FEG   #BSCGems  https://t.co/gHRzSIBOMj,bsc_daily,['bscgems'],"['cake', 'tct', 'nftbs', 'bscs', 'cate', 'sfund', 'bnb', 'ham', 'feg']",563,1332,434,BNB,top bsc projects mentioned the most on twitter,896.0
2021-09-13 14:11:12 UTC,"JUST IN:  announced a new $250M fund to accelerate #dApp growth on Algorand! Focusing on new financial applications across North America and the Middle East, this initiative will unlock a new wave of #DeFi applications on Algorand 👉  https://t.co/bQBRRiOaQb  https://t.co/JDvRKvr8s1",algorand,"['dapp', 'defi']",[],367,1297,70,ALGO,just in announced a new  fund to accelerate  growth on algorand focusing on new financial applications across north america and the middle east this initiative will unlock a new wave of  applications on algorand,691.25
2021-11-20 09:45:15 UTC,"Hump day whales, how we doin? What coins we looking at today?  In the last 24h  🏆 Most traded alt: $ELON    🥳 Most widely held token: $UNI   🥇 Biggest token position by dollar value: $SHIB   Source:  https://t.co/28TDZ70IkD  #SHIBARMY #dogelonmars  https://t.co/WMU8fgwfeh",whalestats,"['shibarmy', 'dogelonmars']","['elon', 'uni', 'shib']",388,1212,157,UNI,hump day whales how we doin what coins we looking at today in the last 24h most traded alt  most widely held token  biggest token position by dollar value  source,691.0
2021-11-08 16:31:26 UTC,Top 10  Projects By Highest Social Signal 🔥  1  $CAKE 2  $CATE 3 #Binancecoin $BNB 4  $NFTBS 5  $HAM 6  $LZ 7  $NFTB 8  $FEG 9  $BSCS 10  $RISE  #BSC #BNBswap #BSCGem  https://t.co/JUqF83Nx7V,bnbswap,"['binancecoin', 'bsc', 'bnbswap', 'bscgem']","['cake', 'cate', 'bnb', 'nftbs', 'ham', 'lz', 'nftb', 'feg', 'bscs', 'rise']",420,965,843,BNB,top 10 projects by highest social signal 1  2  3   4  5  6  7  8  9  10,661.25
2021-10-22 13:00:03 UTC,TOP BSC PROJECTS MENTIONED THE MOST ON TWITTER ‼  $CAKE  $NFTBS  $POP2  $MBOX  $LEOS  $BNB  $FEG  $HAM  $BSCS  $LZ   #BSC  https://t.co/AhcjCjQ0wI,bsc_daily,['bsc'],"['cake', 'nftbs', 'mbox', 'leos', 'bnb', 'feg', 'ham', 'bscs', 'lz']",421,953,735,BNB,top bsc projects mentioned the most on twitter,659.25
2021-11-29 06:29:09 UTC,Two big potential events that could SEND $matic again;  1. Coinbase NFT’s 2. Uniswap   Pay attention 👀,missnatoshi,[],['matic'],191,1723,165,UNI,two big potential events that could send  again; 1 coinbase nfts 2 uniswap pay attention,621.75
2021-11-05 09:13:32 UTC,What's the #ETHrichlist lookin at today?  In 24 hrs  🏆 $SHIB  - most traded  Honorable mentions $MKR  $FTM   $COMP   $UNI   What #token dips are you buying?   https://t.co/N5qqsCShZR #ETHwhales  https://t.co/s0kwgjltMw,whalestats,"['ethrichlist', 'token', 'ethwhales']","['shib', 'mkr', 'ftm', 'comp', 'uni']",170,489,71,UNI,what's the  lookin at today in 24 hrs   most traded honorable mentions     what  dips are you buying,292.25
2021-11-12 13:54:49 UTC,Which of these #ERC20 tokens will make the most millionaires in the next year?  $BEST $OKB $SHIB $LINK $CRO $TEL $SRM $HOT $BTR $CHZ $MATIC $FTM $UNI $VRA $ENJ $MKR $ENS  👉  https://t.co/jGSeQ3uXfo  https://t.co/oD7YVczVKI,whalestats,['erc20'],"['best', 'okb', 'shib', 'link', 'cro', 'tel', 'srm', 'hot', 'btr', 'chz', 'matic', 'ftm', 'uni', 'vra', 'enj', 'mkr', 'ens']",111,406,243,UNI,which of these  tokens will make the most millionaires in the next year,212.5
2021-11-19 17:42:46 UTC,"$METIS Andromeda mainnet launch is just the beginning. TONS of assets coming in the next couple weeks: $USDT, $ETH, $AAVE, Uniswap, the launch of the excellent third-party DEX  (which will offer swap soon, stake &amp; launchpad later).  The journey is just beginning.  https://t.co/LAj9ncDcON",metisdao,[],"['metis', 'usdt', 'eth', 'aave']",113,318,25,UNI,andromeda mainnet launch is just the beginning tons of assets coming in the next couple weeks    uniswap the launch of the excellent thirdparty dex (which will offer swap soon stake &amp; launchpad later) the journey is just beginning,192.5
2021-11-21 16:47:47 UTC,"👀 ""early access to #CCIP"" - in August  Based $wBTC Ben   I wonder who else signed up besides $aave $ens $cel   👀  #ETH $ETH $AVAX $SOL $MATIC    #Bitcoin $BTC #BTC  https://t.co/Soy6tiAcY7",nullpackets,"['ccip', 'eth', 'bitcoin', 'btc']","['wbtc', 'aave', 'ens', 'cel', 'eth', 'avax', 'sol', 'matic', 'btc']",14,52,3,WBTC,"""early access to   in august based  ben i wonder who else signed up besides",27.0
2021-11-14 21:49:49 UTC,Chainlink makes #Bitcoin #DeFI  #AllTheChains #AllTheWorldsData #CCIP  $LINK $wBTC #ProofOfReserves  #BTC $BTC  https://t.co/duhDuvphZo,nullpackets,"['bitcoin', 'defi', 'allthechains', 'alltheworldsdata', 'ccip', 'proofofreserves', 'btc']","['link', 'wbtc', 'btc']",8,33,0,WBTC,chainlink makes,16.25
2021-11-10 15:53:23 UTC,Just checked mcap of $OHM and $WBTC.  $WBTC mcap $16billion!! $OHM mcap $3.6billion!!  What would be the mcap of both those wrapped into one???  We may find out with $PRXY very soon. Mcap $7mil  $ETH $BTC $DOGE $QNT $HTR $XPR $EQZ $SHIB $ADA $AVAX $TLOS $TEL $UBX,cryptocorleon,[],"['ohm', 'wbtc', 'wbtc', 'ohm', 'prxy', 'eth', 'btc', 'doge', 'qnt', 'htr', 'xpr', 'eqz', 'shib', 'ada', 'avax', 'tlos', 'tel', 'ubx']",3,17,2,WBTC,just checked mcap of  and   mcap   mcap  what would be the mcap of both those wrapped into one we may find out with  very soon mcap,7.25
2021-10-15 04:04:33 UTC,"🐳💱 2,598.96 $WBTC ($154,599,135 USD) transferred from #BlackHole to #AlamedaResearch  Transaction:  https://t.co/Lb8ZX9tMth  #WBTC #Bitcoin #BTC #DeFi",whalestats,"['blackhole', 'alamedaresearch', 'wbtc', 'bitcoin', 'btc', 'defi']",['wbtc'],2,17,3,WBTC,259896  ( usd) transferred from  to  transaction,6.25
2021-09-05 23:26:34 UTC,"🐋🐋🐋 An ETH whale just bought 268 $Wrapped BTC ($13,878,475 USD).  Ranked #581 on WhaleStats:  https://t.co/92qDcPadyG  Transaction:  https://t.co/kAx95nrLdG  #wbtc #ethereum #whalestats #defi #erc20",whalestats,"['wbtc', 'ethereum', 'whalestats', 'defi', 'erc20']",[],2,8,0,WBTC,an eth whale just bought 268  btc ( usd) ranked  on whalestats transaction,4.0
