hashtags,replies_count,created_at,tweet,language,id,username,name,cashtags,retweets_count,likes_count
"['xrp', 'xrpthestandard']",9,2021-09-13 22:11:54 UTC,2018:  Ripple / XRP Investigation &amp; Ethereum Free Pass #xrp #xrpthestandard @ripple   https://t.co/4NmLUovFtf,en,1437539562096562176,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],43,185
"['xrp', 'xrpthestandard']",16,2021-09-13 15:39:40 UTC,SEC &amp; Ethereum vs. Ripple / XRP / Coinbase / Crypto Industry #xrp #xrpthestandard @ripple   https://t.co/QrYrvkRQW5,en,1437440854315110405,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],47,256
"['xrp', 'xrpthestandard']",13,2021-09-10 18:54:15 UTC,XRP Coinbase Relist &amp; Uncovered SEC Hinman Ties In Ripple Case #xrp #xrpthestandard @ripple   https://t.co/d9fB1Z5dTx,en,1436402656482824214,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],94,390
"['xrp', 'xrpthestandard']",25,2021-09-10 15:50:35 UTC,BREAKING! MASSIVE BLOW! SEC / Ethereum vs. Ripple / XRP #xrp #xrpthestandard @ripple   https://t.co/7CAFSOQKat,en,1436356435798024208,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],111,545
['xrp'],236,2021-09-10 01:35:49 UTC,Does someone know something? #xrp,en,1436141326232395776,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],146,1645
[],8,2021-09-10 01:33:33 UTC,All the world’s a Stage file.  This tweet is from the woman who was the assistant US attorney that signed off on the 2015 Fincen settlement with @Ripple,en,1436140756142592002,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],67,228
"['xrp', 'xrpthestandard']",13,2021-09-09 21:06:48 UTC,"SEC Ethereum ""Alliance"" Vs. Ripple / XRP / Coinbase / Crypto Industry #xrp #xrpthestandard @ripple   https://t.co/RjRhBphLuN",en,1436073625967374340,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],36,204
[],27,2021-09-09 18:32:54 UTC,"Matt Corva , General Counsel At ConsenSys , December 14, 2017 ""Building an Alliance with other blockchain companies, law firms...and regulators we've had some talks with the folks at the SEC"" I don't remember @ripple ever having an ""alliance"" with the SEC👀👀👀👀👀 @JohnEDeaton1  https://t.co/33BSx9IXdv",en,1436034898469470209,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],107,358
"['xrp', 'xrpthestandard']",14,2021-09-09 13:10:23 UTC,SEC &amp; Ethereum VS. Ripple / XRP / Coinbase / Entire Crypto Industry #xrp #xrpthestandard @ripple   https://t.co/0CpR4UTmZk,en,1435953732785778690,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],64,266
[],9,2021-09-08 23:13:23 UTC,"Now see the attached article from May 25, 2018 one month before the Bill Hinman speech.  Words mean things.  Who helped Hinman write that speech?👀👀👀👀👀 @JohnEDeaton1 @s_alderoty @Ripple @bgarlinghouse @chrislarsensf   https://t.co/6IgS31ORQ0  https://t.co/L20GAj19Dk",en,1435743096273317889,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],44,211
[],18,2021-09-08 22:20:29 UTC,Hey @s_alderoty @bgarlinghouse @chrislarsensf @Ripple while you were getting the run around they were giving Joe Lubin clarity and although I can't prove it may have been buying him drinks and a steak dinner afterward.  This guy is like family over there from what I can tell.  https://t.co/JthsHuWh5w,en,1435729783451791361,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],64,212
"['xrp', 'xrpthestandard']",8,2021-09-08 21:24:29 UTC,SEC / Ethereum vs. Ripple / XRP / Coinbase / Entire Crypto Industry #xrp #xrpthestandard @ripple   https://t.co/DQaDpl30rL,en,1435715692154826753,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],36,190
[],75,2021-09-08 13:44:12 UTC,Pay attention.  Ethereum has never had smart contract competition.  It is very clear from video evidence the SEC is in bed with Ethereum.  XRP has been put in timeout by the SEC. Is it coincidence that the month that @FlareNetworks is about to release Spark tokens…..,en,1435599857553657856,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],283,1258
"['xrp', 'xrpthestandard']",8,2021-09-08 10:00:02 UTC,NEW Video Evidence Found in SEC / Ethereum vs. Ripple / XRP #xrp #xrpthestandard @ripple   https://t.co/or0ZasPe6W,en,1435543444148137984,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],63,219
[],15,2021-09-08 00:34:20 UTC,Interesting @ripple tweet the day of the Ethereum ICO,en,1435401079588593666,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],62,319
[],5,2021-09-08 00:25:13 UTC,19 days before Jay Clayton sues @ripple as he walks out the door.,en,1435398783429488646,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],61,203
[],4,2021-09-08 00:09:32 UTC,One month before Jay Clayton drops the lawsuit on @ripple on the way out the door.,en,1435394836727795712,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],51,190
[],11,2021-09-07 20:28:45 UTC,This is what was going on behind the scenes while @ripple and @bgarlinghouse were begging for clarity.  Jay Clayton was intentionally giving them the run around.,en,1435339276418441218,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],106,324
[],23,2021-09-07 18:25:00 UTC,A few months before Jay Clayton drops the @ripple lawsuit as he walks out the door.  https://t.co/0iXrdwxZ8J,en,1435308133308588032,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],134,445
"['xrp', 'xrpthestandard']",7,2021-09-07 16:43:07 UTC,Ripple / XRP Case:  SEC / Ethereum Link Exposed #xrp #xrpthestandard @ripple   https://t.co/ODEe5gy2Gn,en,1435282494627139592,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],81,243
"['xrp', 'xrpthestandard']",7,2021-09-07 13:34:07 UTC,SEC / Ethereum vs. Ripple / XRP MUST SEE! #xrp #xrpthestandard @ripple   https://t.co/G29Av5Gnhv,en,1435234929881796617,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],76,271
[],156,2021-09-06 19:50:57 UTC,Wow @ripple @s_alderoty @JohnEDeaton1 @attorneyjeremy1 @bgarlinghouse @chrislarsensf You're going to want to see this! 👀👀👀👀👀👀👀👀👀👀👀👀👀👀👀👀👀👀👀👀👀  https://t.co/lEilM13IQd,en,1434967377091903490,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],552,1429
"['xrp', 'xrpthestandard']",7,2021-09-06 18:04:56 UTC,"SEC / Ethereum vs. Ripple / XRP Case ""Death Sentence"" #xrp #xrpthestandard @ripple   https://t.co/5WcbYOYAVi",en,1434940695807201292,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],65,288
[],209,2021-09-06 00:40:13 UTC,If it is found out the SEC employees or their families were allowed to trade in ETH or XRP we have ourselves a BIG problem in this country.  BIG!,en,1434677786439004160,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],538,2662
"['xrp', 'xrpthestandard']",10,2021-09-04 16:09:24 UTC,"The Masterpiece , The Plan &amp; SEC / Ethereum vs. Ripple / XRP #xrp #xrpthestandard @ripple   https://t.co/NX4Lt6VsX3",en,1434186843373834240,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],83,335
[],78,2021-09-04 15:59:00 UTC,At some point a person from Congress or the Financial Media will step forward to honestly address what's going on with SEC/Ethereum vs. @ripple case.  The first one will be a hero.  The people love a leader.  Who will it be? RISE UP! @RepTomEmmer @WarrenDavidson @RepDarrenSoto,en,1434184226677612544,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],360,1155
"['xrp', 'xrpthestandard']",8,2021-09-03 20:41:00 UTC,XRP ATH Prediction (September) &amp; SEC Ripple Drama #xrp #xrpthestandard @ripple   https://t.co/7bh8X3wnC0,en,1433892809967276034,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],45,240
[],5,2021-09-03 15:54:09 UTC,Just two months before Jay Clayton dropped the lawsuit against @ripple  https://t.co/dCIVFvukMw  https://t.co/JaIxlilBUI,en,1433820619188080645,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],34,106
[],91,2021-09-03 09:43:50 UTC,"It's Clear to Jay Clayton in 2020 It's Bill Hinman's Personal Opinion In 2018 It's Clear to Gary Gensler In 2021 It's Not Clear to Hester Pierce In 2021 ....But @bgarlinghouse , @chrislarsensf &amp; @ripple should have known In 2013?  What a sham and a joke of a circus this is!  https://t.co/bOLY4aFyLU",en,1433727428539600899,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],294,992
[],21,2021-09-02 20:07:41 UTC,None of this would have ever happened if Jay Clayton and Bill Hinman hadn’t given Ethereum a BS Free Pass and then attacked @Ripple and walked out the door.  The Truth is coming for you!,en,1433522035205021698,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],163,631
[],8,2021-09-02 09:42:40 UTC,From the day after the Hinman speech.  Ethereum has EVERYTHING to do with the SEC vs. @ripple case.  I don't believe the public ever sees those internal Ethereum Documents(I believe they have buzzard droppings all over them),en,1433364745877344257,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],105,362
[],19,2021-09-02 09:16:58 UTC,Until we are able to see this video I am declaring this the Official Missing Video Evidence In The SEC vs. @ripple case Of The Digital Asset Investor Channel.  We don't normally give titles to inanimate objects but these are strange times.   It had to be done.,en,1433358276561969154,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],134,464
"['xrp', 'xrpthestandard']",11,2021-09-01 18:28:27 UTC,Prediction:  SEC vs. Ripple / XRP ETH Docs Never Seen #xrp #xrpthestandard @ripple   https://t.co/velacNIdW1,en,1433134676298829828,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],62,263
"['xrp', 'xrpthestandard']",14,2021-09-01 15:34:50 UTC,Ripple / XRP / Crypto vs. SEC / The Wall Street Media #xrp #xrpthestandard @ripple   https://t.co/B0EDFOlD3c,en,1433090981096787969,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],54,240
['wallstreetmedia'],8,2021-09-01 11:55:40 UTC,"September 12, 2019 Juan Suarez, Vice President, Deputy General Counsel  @coinbase  This guy was there when they added XRP to the platform.  Hey @CoinDesk Are you a part of the #wallstreetmedia now?  You going to report on any of this?  https://t.co/p76mJfQirL",en,1433035828104732672,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],63,228
[],53,2021-09-01 10:45:12 UTC,The mainstream financial media continues to suppress the truth about what's going on in crypto / The SEC v. @ripple lawsuit.  From this day forward they are known as the Wall Street Media on my channel @cnbc @CNNBusiness @FoxBusiness @jimcramer @andrewrsorkin @MariaBartiromo,en,1433018096244101122,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],267,994
