hashtags,replies_count,created_at,tweet,language,id,username,name,cashtags,retweets_count,likes_count
[],0,2021-11-30 23:39:33 UTC,@XRPLXDUDE @JohnEDeaton1 @BakkupBradley @BlackberryXRP @jungleincxrp @Fame21Moore @stedas @RippleXrpie @Kevin_Cage_ @XRP_OWL ha thanks I appreciate that,en,1465827873974063111,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],1,13
"['xrp', 'xrpthestandard']",16,2021-11-30 23:34:49 UTC,Clayton Gensler SEC Ripple / XRP Showdown Tomorrow! #xrp #xrpthestandard @ripple   https://t.co/Aod3uncphB,en,1465826683009839107,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],92,471
[],3,2021-11-30 19:30:53 UTC,"So this is VP, Legal @Grayscale who has sent a letter to the SEC complaining about the SEC position on Spot ETFs.  So he obviously can't move forward.  Same day @Grayscale moves forward on a SOL trust.  Did the SEC give them clarity on SOL?  @Grayscale dropped the XRP Trust. ???",en,1465765294903902222,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],61,187
[],33,2021-11-30 18:13:00 UTC,So @Grayscale you dropped XRP after the SEC suit came out.  How can you add SOL without the SEC giving you clarity that SOL is not a security? Doesn't this open you up to tremendous liability? @BarrySilbert @CoinDesk @CGasparino @EleanorTerrett @ProCoinNews @JohnEDeaton1  https://t.co/9AKRgLS7cZ,en,1465745694187216896,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],159,542
"['xrp', 'xrpthestandard']",9,2021-11-30 16:07:56 UTC,Shots Fired! SEC &amp; ETH / Bitcoin vs. Ripple / XRP Solana Gets Clarity(Where?) #xrp #xrpthestandard @ripple   https://t.co/w6DeBaHYRq,en,1465714220901834752,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],58,255
[],7,2021-11-30 15:40:34 UTC,Congress:  Who is giving @Grayscale Solana clarity?  They dropped the XRP Trust when the SEC suit hit. @RepTomEmmer @WarrenDavidson @SenLummis @RepMaloney @PatrickMcHenry @JohnEDeaton1 @CGasparino @EleanorTerrett,en,1465707332042592266,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],86,274
[],17,2021-11-30 14:30:35 UTC,Has the SEC told @Grayscale that Solana is not a security?  There is no way in this regulatory environment they do this with no clarity.  If they did get clarity then why isn't everyone else? @BarrySilbert @CoinDesk Remember they dropped the XRP Trust when the SEC suit came out.,en,1465689723289100296,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],108,336
"['xrp', 'xrpthestandard']",9,2021-11-29 22:03:37 UTC,MEDIA SILENCE On Fox Biz SEC &amp; ETH vs. Ripple / XRP / USA Coverage #xrp #xrpthestandard @ripple @CGasparino @EleanorTerrett @JohnEDeaton1   https://t.co/OTHLtzoIPH,en,1465441344999022603,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],71,270
"['xrp', 'xrpthestandard']",6,2021-11-29 14:53:25 UTC,Congress Watching👀👀: SEC &amp; ETH vs. Ripple / XRP / USA #xrp #xrpthestandard @ripple   https://t.co/gJ4HSeo6Y3,en,1465333079283748878,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],41,205
[],6,2021-11-29 14:03:19 UTC,"Joseph Grundfest  1.Helped ETH ""Create Reality"" Pre ICO(SEC loved the idea) 2. VCWG Member helped get SEC ETH Free Pass 3.Thought most ICOs were securities/frauds 4.Advised Clayton that going After XRP and not ETH would raise fundamental fairness questions about the SEC  https://t.co/vba5s50zee",en,1465320472548102148,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],86,192
"['xrp', 'xrpthestandard']",19,2021-11-28 21:44:50 UTC,"XRP Will Melt Faces , SEC Bombshell / Ripple Punishment #xrp #xrpthestandard @ripple   https://t.co/pkB1ovaV3T",en,1465074228085022720,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],90,500
[],87,2021-11-28 13:38:15 UTC,Last minute play to try to punish Ripple?  https://t.co/uJEv8lWUfz,en,1464951777518829573,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],290,1301
"['xrp', 'xrpthestandard']",5,2021-11-27 19:46:29 UTC,5 ISO Compliant Crypto List &amp; Forced Ripple XRP Burn #xrp #xrpthestandard @ripple   https://t.co/EKZFMPqTwC,en,1464682057938911237,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],48,202
[],23,2021-11-27 11:55:15 UTC,Remember that time some random guy sued @ripple claiming they sold him an illegal security.  He had only lost some tiny amount.  Just imagine the plaintiff attorneys staring at this note right now.,en,1464563467868950528,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],177,670
[],5,2021-11-26 21:50:44 UTC,"""Similar to the Ripple Network"" Almosts sounds like an Ethereum competitor  https://t.co/DCXrY9dxl2",en,1464350938127347712,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],47,187
"['xrp', 'xrpthestandard']",7,2021-11-26 20:42:47 UTC,"XRP 1% Club , Banks Will Use XRP &amp; Reves Test / Ripple Test #xrp #xrpthestandard @ripple   https://t.co/ap9Zhbxku5",en,1464333838398763012,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],56,276
[],12,2021-11-26 17:03:04 UTC,Is XRP a “Note”? Exploring The “Reves Test” With Chris Giancarlo…  https://t.co/TTpPATBhsI,en,1464278545748873222,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],88,341
[],4,2021-11-25 17:26:38 UTC,I’m watching Tiger King season 2 on @netflix There are 5 Tiger Kings/Big Shorts in the @ripple SEC XRP Ethereum Free Pass digital currency drama.,en,1463922088356593669,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],12,122
"['xrp', 'xrpthestandard']",9,2021-11-25 14:42:31 UTC,It Was A Weapon! SEC &amp; ETH vs. Ripple / XRP / USA #xrp #xrpthestandard @ripple   https://t.co/200VoWdm6M,en,1463880787502288896,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],62,265
[],19,2021-11-25 13:19:52 UTC,This is the man that helped the SEC write the Hinman speech.  Even he says digital assets sold back and forth now on the secondary market are not securities but that is part of what the SEC is saying in the suit. @JohnEDeaton1 is right the SEC @ripple lawsuit was a weapon.  https://t.co/C7AaImIHiE,en,1463859987948711937,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],167,517
[],8,2021-11-25 12:39:51 UTC,"Here are the top 10 Digital Assets On March 28, 2018 the day of the SEC Ethereum Free Pass Party At The SEC to create policy.  @ripple didn't get the invite.  What about the other industry leaders involved in projects on the list @IOHK_Charles @rogerkver @SatoshiLite @bytemaster7  https://t.co/wVuSuKEXaf",en,1463849913364668424,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],66,254
[],1,2021-11-25 03:11:52 UTC,@JohnEDeaton1 @IOHK_Charles @Ripple @Cardano Great question!,en,1463706976072998912,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],7,98
[],21,2021-11-25 03:08:00 UTC,Hey @IOHK_Charles I am trying to put the SEC Ethereum Free Pass Party Guest List together. @Ripple didn’t get an invite.  Did @Cardano ?,en,1463706002684092420,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],103,626
[],20,2021-11-25 02:50:02 UTC,Per ⁦@CGasparino⁩ ⁦@EleanorTerrett⁩ Ripple was not invited.  These people can’t be allowed to “no comment “ their way out of this mess.  ⁦@SECGov⁩ ⁦@DOJPH⁩ ⁦@FBI⁩ ⁦@JusticeOIG⁩ ⁦@DOJCrimDiv⁩  https://t.co/nkYF9xxYAb,en,1463701483795460103,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],193,515
"['xrp', 'xrpthestandard']",8,2021-11-24 23:46:17 UTC,Fox Biz Exposed! SEC &amp; ETH vs. Ripple / XRP / USA #xrp #xrpthestandard @ripple   https://t.co/0i1AUjinEo,en,1463655241895882761,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],73,296
[],13,2021-11-24 23:11:03 UTC,"From @EleanorTerrett OPUS: ""These former Clayton SEC officials tell FOX Business that they specifically warned the Ripple team that the unregistered sales of XRP meant they were operating outside SEC laws."" Did @SECGov @DOJCrimDiv @FBI warn @ethereumJoseph or @VitalikButerin ?",en,1463646375678201856,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],123,280
[],25,2021-11-24 21:45:13 UTC,I’m reviewing this and so far almost no one in our timeline was willing to comment.  This is infuriating but is also like pouring gasoline on this XRP fire because now more than ever we aren’t going away.  The stink coming off this is unbelievable.,en,1463624775532793856,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],165,646
"['xrp', 'xrpthestandard']",11,2021-11-24 16:32:54 UTC,Breaking! Fox Business XRP Opus Imminent &amp; BIG Ripple News #xrp #xrpthestandard @ripple   https://t.co/4aeT7uZklL,en,1463546177434099722,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],97,424
"['xrp', 'xrpthestandard']",6,2021-11-23 21:04:17 UTC,Who is Buying/Selling XRP In The US?(Jed?) &amp; Ripple Blockbuster Year #xrp #xrpthestandard @ripple   https://t.co/q7BspGYPdu,en,1463252084938223618,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],19,145
"['xrp', 'xrpthestandard']",3,2021-11-23 13:31:17 UTC,"Ripple CEO: ""Good Progress"" SEC &amp; ETH vs. Ripple / XRP / USA #xrp #xrpthestandard @ripple   https://t.co/cITvCJ89wt",en,1463138083143139341,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],31,197
[],16,2021-11-22 22:56:06 UTC,"The idea that Bill Hinman gave his Ethereum Free Pass SEC speech and the whole speech was prefaced by ""setting aside the Ethereum Fundraiser"" is purely absurd.  For the SEC to then go after @ripple and try to reach back is an unbelievable double standard and can't stand.  https://t.co/nZohLeazhe",en,1462917836809121792,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],167,485
"['xrp', 'xrpthestandard']",0,2021-11-22 22:15:19 UTC,Congressional Hearings Ordered: SEC &amp; ETH vs. Ripple / XRP / USA #xrp #xrpthestandard @ripple   https://t.co/zDOLdQ56SY,en,1462907571191357442,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],54,259
"['xrp', 'xrpthestandard']",2,2021-11-22 13:52:15 UTC,"Top 2 ""Empire"" Coins , Ripple / XRP NFTs &amp; Unicorns #xrp #xrpthestandard @ripple   https://t.co/1joz3DBWQ1",en,1462780973343514624,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],6,80
[],137,2021-11-22 12:17:03 UTC,Today I'm buying the two most undervalued digital assets in crypto.  XRP and XLM.,en,1462757014862536707,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],221,2268
[],8,2021-11-21 19:43:39 UTC,I've always said digital assets will be used for good or for evil.  Make sure your Congressman knows where you stand.  This fight is bigger than just @ripple and Ethereum's Free Pass.  https://t.co/ziEAaSz2ii,en,1462507017097166852,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],49,282
[],120,2021-11-20 20:43:17 UTC,So ⁦@GaryGensler⁩ will meet with Chinese regulators but not XRP holders.  I wonder if the agenda was how to finish off USA innovation??  https://t.co/A0tFOuDBn0,en,1462159634400165894,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],410,1417
"['xrp', 'xrpthestandard']",9,2021-11-20 11:00:00 UTC,XRP #1 Mover Post Settlement &amp; JP Morgan Bullish On Ripple / XRP #xrp #xrpthestandard @ripple   https://t.co/0CUuTI4qS5,en,1462012846716297225,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],65,377
"['xrp', 'xrpthestandard']",10,2021-11-19 17:45:22 UTC,BREAKING! Fighting Words: SEC &amp; ETH vs. Ripple / XRP / USA #xrp #xrpthestandard @ripple   https://t.co/zC6V3T9uXS,en,1461752475111895057,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],62,287
"['xrp', 'xrpthestandard']",2,2021-11-19 15:05:52 UTC,Why Ripple and XRP are Undervalued IMO &amp; SEC Silence #xrp #xrpthestandard @ripple   https://t.co/adIcxjEYfN,en,1461712335815462920,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],38,168
"['xrp', 'xrpthestandard']",9,2021-11-18 21:11:39 UTC,XRP Predictions : When This SEC vs. Ripple Case Is Over #xrp #xrpthestandard @ripple   https://t.co/TL8tGb5MYt,en,1461441999291232260,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],35,219
[],10,2021-11-18 18:33:06 UTC,So we know @GaryGensler doesn’t give a rat’s behind about XRP holders.  We know @HesterPeirce is trying to do the right thing.  Maybe it’s time those other three made it “very clear” where they stand.,en,1461402097778372613,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],116,417
[],31,2021-11-18 17:50:36 UTC,Hey @JohnEDeaton1 maybe you've got the wrong @GaryGensler email address for your open letter.  Apparently it's not just George Soros that @GaryGensler has time for while he ignores XRP Investors.  Jamie Dimon too.  https://t.co/6orQAtdGpX,en,1461391404064718855,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],162,477
"['xrp', 'xrpthestandard']",6,2021-11-17 23:59:54 UTC,"SEC Silent On Fox Biz Expose ETH Free Pass , Ripple &amp; XRP #xrp #xrpthestandard @ripple   https://t.co/56k2QB7jU0",en,1461121954371493891,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],83,348
"['xrp', 'xrpthestandard']",7,2021-11-17 11:00:00 UTC,SEC &amp; Ethereum vs. Ripple / XRP / USA Reckoning Coming #xrp #xrpthestandard @ripple   https://t.co/oiiBzQ5EkX,en,1460925685803806721,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],62,305
"['xrp', 'xrpthestandard']",12,2021-11-16 19:42:32 UTC,BREAKING!: Ripple Policy Framework &amp; XRP Suit Settlement #xrp #xrpthestandard @ripple   https://t.co/m77HR4Yn4m,en,1460694795559612418,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],115,577
"['xrp', 'xrpthestandard']",4,2021-11-16 15:50:51 UTC,MISSING: Gensler Public Calendar &amp; SEC / ETH vs. Ripple / XRP Updates #xrp #xrpthestandard @ripple   https://t.co/YckL6PuMgf,en,1460636492016062476,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],76,253
[],27,2021-11-16 12:52:05 UTC,"Does anyone really know that Ethereum is decentralized without an audit of Consensys, The Ethereum Foundation, etc. Who are those whales that wanted to hide their identities? @PatrickMcHenry  @GaryGensler @ethereumJoseph @bgarlinghouse @Ripple @JohnEDeaton1 @CGasparino RETWEET  https://t.co/y5W741ZjuP",en,1460591502229487618,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],187,456
"['xrp', 'xrpthestandard']",3,2021-11-15 16:04:42 UTC,XRP On The Move &amp; Ripple Fraud Accusation #xrp #xrpthestandard @ripple   https://t.co/QFdFiCVN4a,en,1460277588673318914,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],20,125
[],29,2021-11-15 14:57:09 UTC,"Michelle Bond, Formerly of @ripple I have to say I completely disagree.  Crypto Twitter has changed the game and given average people the power to pressure and hold accountable politicians and bureaucrats with facts and truth.  Accountability is a foreign concept to most of them.  https://t.co/rlYX5MQt6h",en,1460260590077845510,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],93,438
[],100,2021-11-15 13:38:17 UTC,The guy accuses @ripple of fraud.  I ask him a simple question and he blocks me.  These people are in a corner they can't get out of.  https://t.co/ZpPeuMwr0s,en,1460240742484434947,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],210,1185
"['xrp', 'xrpthestandard']",11,2021-11-14 18:37:18 UTC,SEC &amp; ETH vs. Ripple / XRP Unusually Quiet(Calm Before The Storm?) #xrp #xrpthestandard @ripple   https://t.co/uPxVllbXWM,en,1459953605432205312,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],67,309
"['xrp', 'xrpthestandard']",3,2021-11-12 18:11:46 UTC,"Ripple Allies , Brooklyn Project &amp; SEC vs. XRP Politics Not Policy #xrp #xrpthestandard @ripple   https://t.co/2cv2oLWjTz",en,1459222403595313153,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],51,194
[],5,2021-11-12 16:30:23 UTC,"81,865,572% , XRP To FTX? &amp; SEC vs. Ripple (Ethereum Next?)   https://t.co/ZB9rXsCqdo",en,1459196889195323403,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],30,137
"['xrp', 'xrpthestandard']",5,2021-11-11 20:11:42 UTC,"XRP / Ripple Undervalued , Ethereum IPO / Anonymous Buying #xrp #xrpthestandard @ripple   https://t.co/JiFUGmoYlJ",en,1458890197924524045,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],52,166
"['xrp', 'xrpthestandard']",8,2021-11-11 11:00:01 UTC,"EOY XRP Price , SEC vs. Ripple Update &amp; Ethereum Word Games #xrp #xrpthestandard @ripple   https://t.co/xbZf03oWDj",en,1458751359939919873,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],55,260
"['xrp', 'xrpthestandard']",13,2021-11-10 22:03:33 UTC,XRP Price Surge &amp; Ripple Swell Global 2021 Wraps #xrp #xrpthestandard @ripple   https://t.co/y5k6ZdBJXP,en,1458555958657966084,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],20,137
"['xrp', 'xrpthestandard']",24,2021-11-10 11:00:00 UTC,"Ripple / Digital Pound &amp; ""XRP Will Be ReListed On Coinbase"" #xrp #xrpthestandard @ripple   https://t.co/blrK4WjQpe",en,1458388971122159617,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],146,658
"['xrp', 'xrpthestandard']",4,2021-11-09 19:02:19 UTC,"XRP ATH ""Mindblown"" &amp; Ripple Coming 2022 #xrp #xrpthestandard @ripple   https://t.co/3Ea2KW95J8",en,1458147961964273667,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],54,299
"['xrp', 'xrpthestandard']",6,2021-11-09 15:39:45 UTC,Ripple / XRP Liquidity Hub(Bank?) &amp; Ethereum Monopoly Attempt #xrp #xrpthestandard @ripple   https://t.co/3FkEVHuzJL,en,1458096984267579405,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],43,152
[],20,2021-11-09 13:48:42 UTC,Think the attorneys in this case have been watching what's being uncovered by the XRP Army?  In my part of the world we call this a can of worms.  All we wanted was a level playing field.  https://t.co/XeLKO5hS3P,en,1458069037037101056,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],152,483
"['xrp', 'xrpthestandard']",10,2021-11-08 22:43:14 UTC,BREAKING XRP Opus : SEC &amp; Ethereum vs. Ripple / USA #xrp #xrpthestandard @ripple   https://t.co/15AFqfnHMU,en,1457841170000883717,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],84,334
[],88,2021-11-07 17:03:54 UTC,A few questions: Why is Jed Mccaleb untouched? Why is Ethereum given a free pass? Why do they choose @Ripple to go after? Who was involved in the decision by @CoinMarketCap in January 2018 to drop Korean exchanges without warning from pricing?  Who knew beforehand? Who shorted?,en,1457393382893015041,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],434,1472
"['xrp', 'xrpthestandard']",16,2021-11-07 16:42:35 UTC,XRP Will Be #1 &amp; Ripple Will Overcome SEC / Media / Industry Lies #xrp #xrpthestandard @ripple   https://t.co/sijfGuh7bn,en,1457388018189455363,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],146,674
[],5,2021-11-06 13:51:02 UTC,@ABdeVilliers17 @Ripple This should enlighten you.  The timeline is below the video  https://t.co/wtVy6vd5sq,en,1456982460449767428,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],35,161
[],48,2021-11-06 13:26:03 UTC,If you look back from around Jan 1 to Jan 10 2018 when XRP hit all time highs you begin to see how this concerted effort to take it down began.  It is not a coincidence that this SEC lawsuit came along.  NONE of this has been coincidence.,en,1456976171330150402,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],420,1294
[],67,2021-11-06 01:52:09 UTC,Who is Brandon Chez founder of @CoinMarketCap ?  When you tank the XRP market losing $20 billion you lose the right to be anonymous.  Knowing what we now know this guy must be researched.,en,1456801547795456002,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],257,996
[],38,2021-11-05 22:36:43 UTC,"1/5/2018 CNBC Runs ""How To Buy Ripple"" 1/8/2018-CoinmarketCap with no warning excludes some Korean exchanges(where much of the XRP activity was) from price calculations tanking XRP Price Brandon Chez, founder of Coinmarketcap has remained anonymous for years.  Who is he?  https://t.co/JZm0ymjaCh",en,1456752365428789248,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],137,355
"['xrp', 'xrpthestandard']",2,2021-11-05 21:14:40 UTC,SEC &amp; ETH vs. Ripple / XRP / Crypto / US Law #xrp #xrpthestandard @ripple   https://t.co/8wiKkfYWim,en,1456731715955736577,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],49,171
[],8,2021-11-05 19:06:23 UTC,"January 8, 2021 a few days after Jay Clayton drops the @ripple lawsuit and walks out the door.  https://t.co/bSsqMnRA3p",en,1456699430921543682,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],81,252
[],40,2021-11-05 18:41:42 UTC,I wonder who else has been shorting XRP over the last few years and where they do it? @JohnEDeaton1 @CGasparino @TAIGxrp @_XRpizza @BCBacker  https://t.co/Tu95x1MoE4,en,1456693221552234505,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],122,443
"['xrp', 'xrpthestandard']",25,2021-11-05 14:24:36 UTC,Ripple Settlement Price / IPO &amp; XRP Target $20.55  #xrp #xrpthestandard @ripple   https://t.co/Csf3oxhC1U,en,1456628518381568001,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],80,419
[],24,2021-11-04 17:12:42 UTC,The SEC is actively hurting XRP investors and knows it.  Great video! @GaryGensler @HesterPeirce @RepTomEmmer @SenToomey @WarrenDavidson @PatrickMcHenry @SenLummis @RepMaloney,en,1456308436728094724,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],306,794
"['xrp', 'xrpthestandard']",5,2021-11-03 19:17:04 UTC,"XRP Price Moving , ETH Founder: Subvert Govt &amp; Ripple Fully Subscribed #xrp #xrpthestandard @ripple   https://t.co/vmIIRMjSby",en,1455977344493969411,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],47,183
[],52,2021-11-03 18:22:26 UTC,Hey Congress Check out this neat tutorial from @VitalikButerin Cofounder of Ethereum on how to Subvert your Government. Side Note: @GaryGensler and his SEC are suing @ripple and gave Ethereum A Free Pass.    @RepTomEmmer @RepMaxineWaters @WarrenDavidson @ewarren @PatrickMcHenry,en,1455963597721403394,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],408,824
"['xrp', 'xrpthestandard']",14,2021-11-03 14:29:25 UTC,Coinbase ReList XRP Tweets &amp; Ripple CEO/GC: Congress! #xrp #xrpthestandard @ripple   https://t.co/0umb6nypTI,en,1455904956813246469,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],198,649
"['xrp', 'xrpthestandard']",16,2021-11-02 14:00:02 UTC,Huge XRP Price Explosion &amp; BofA Bullish On Ripple vs. Swift #xrp #xrpthestandard @ripple   https://t.co/hgaOP9Xfgv,en,1455535175283052544,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],76,332
"['xrp', 'xrpthestandard']",3,2021-11-02 10:00:02 UTC,SEC / White Shoe Boys / Ethereum vs. Ripple / XRP / American People #xrp #xrpthestandard @ripple   https://t.co/z7Rvrf3hk2,en,1455474776764452864,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],48,255
[],51,2021-11-01 18:45:26 UTC,Might want to register with the SEC(if they will talk to you) if you haven't already  @coinbase @Gemini @krakenfx It's not just @ripple he's coming for.  The white shoe boys are supposed to get the rewards of this great wealth transfer.  https://t.co/c8lbGIwigP,en,1455244608993103882,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],191,589
"['xrp', 'xrpthestandard']",4,2021-11-01 14:58:30 UTC,BILLIONS: Ripple Final Transfer XRP to Jed McCaleb &amp; DCG #xrp #xrpthestandard @ripple   https://t.co/ky1PJXAWLJ,en,1455187499458912264,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],32,175
"['xrp', 'xrpthestandard']",29,2021-11-01 13:10:55 UTC,IT'S A WAR! SEC &amp; ETH vs. Ripple / XRP / American People / USA Innovation #xrp #xrpthestandard @ripple   https://t.co/QoYHqKj7qT,en,1455160425016958981,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],91,318
"['xrp', 'xrpthestandard']",4,2021-10-31 21:36:29 UTC,SEC &amp; ETH vs. Ripple / XRP Gets Dark &amp; Creepy #xrp #xrpthestandard @ripple   https://t.co/jrB9o2S6HC,en,1454925265281425412,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],52,225
[],4,2021-10-31 20:37:17 UTC,I've learned that there are always interesting clues in @RoslynLayton write ups.  Pay Attention. Ethereum gets a free pass.  @ripple gets sued.  Jed McCaleb and @StellarOrg are untouched.  @CGasparino I think @Joi would be an excellent interview.  https://t.co/Lu63T1hjjL,en,1454910370129272832,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],84,277
"['xrp', 'xrpthestandard']",5,2021-10-29 22:33:59 UTC,"BIG Money , BIG Lies SEC &amp; Ethereum vs. Ripple / XRP  / United States #xrp #xrpthestandard @ripple   https://t.co/V9QwYdBD2c",en,1454214961056583684,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],102,277
[],13,2021-10-29 21:33:31 UTC,He did a good job on this video.  Appreciate the shout out @Bitboy_Crypto .  SEC vs. Ripple is easy for us out here for one simple reason.  We have truth on our side.,en,1454199743702306818,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],65,327
"['xrp', 'xrpthestandard']",7,2021-10-29 17:27:55 UTC,SEC / ETH / Bitcoin Monopoly vs. Free Markets &amp; American People PLEASE RETWEET!  #xrp #xrpthestandard @ripple   https://t.co/9QUK5KOkYm,en,1454137935767474182,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],222,369
[],40,2021-10-29 14:24:47 UTC,Congress there are over 50K XRP holders that have filed a class action lawsuit against the SEC of the United State.  The SEC is supposed to protect us.  @GaryGensler is protecting himself.  We have the evidence.  Read every word of this for your country! RETWEET. 😡😡😡😡😡😡😡,en,1454091851007500296,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],933,1599
[],28,2021-10-29 10:30:37 UTC,After almost a year of researching the SEC vs. Ripple case there is one thing that is extremely clear to me.  This is and has been a war against Ripple and XRP.  Things that never made sense to me are coming to mind.   We are looking at EVERYTHING.,en,1454032922256752648,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],137,521
[],34,2021-10-29 02:53:19 UTC,Could XRP Soon Be Relisted on Coinbase?  https://t.co/EY7SLAjJS3,en,1453917837828018179,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],127,625
"['xrp', 'xrpthestandard']",25,2021-10-28 22:33:08 UTC,BREAKING! SEC Knew In 2014 / Ripple / XRP #xrp #xrpthestandard @ripple   https://t.co/plcwndXlP6,en,1453852360455991311,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],202,890
"['xrp', 'xrpthestandard']",6,2021-10-28 16:22:05 UTC,CFTC Smells Blood &amp; Ripple Private Ledger With XRP Bridge #xrp #xrpthestandard @ripple   https://t.co/Te3pppBq93,en,1453758982485647373,digitalassetbuy,Digital Asset Investor Researcher/Wild Speculator,[],82,325
