username,id,language,retweets_count,tweet,hashtags,replies_count,cashtags,name,likes_count,created_at
shibainuart,1447788155675955203,en,388,Well #ShibArmy...  I finally made it to @IBTimesSG news for defending $SHIB 🤍  TITLE: Dogecoin Co-founder Billy Markus Accused of Being 'Upset' over Shiba Inu's $SHIB Rise  Source: @IBTimesSG   https://t.co/Ur3FEvVUX7,['shibarmy'],106,"['shib', 'shib']",MILKSHAKE,1069,2021-10-12 04:56:09 UTC
shibainuart,1447666063173308418,en,587,"#ShibArmy  🧯Airdrops are scams. There is no ""Shiba Airdrop"". 🧯YouTube Elon videos promoting SHIB to 0.01 are scams.  🧯There is no ""Shiba Bonus"". 🧯Stick to only official Discord and Telegram channels. 🧯Admins / Mods won't DM you. 🧯Scammers Impersonate Names of admins.",['shibarmy'],67,[],MILKSHAKE,1423,2021-10-11 20:51:00 UTC
shibainuart,1447618620813561858,en,564,"The price of SHIBA INU $SHIB is $0.000031, market capitalization is $12,354,567,570.",[],77,['shib'],MILKSHAKE,1914,2021-10-11 17:42:29 UTC
shibainuart,1447602519698403331,en,717,"Shiba Inu Is Just Getting Started, How Far Will $SHIB Go?  Source:  https://t.co/Wg7k5Zcbdd",[],107,['shib'],MILKSHAKE,2090,2021-10-11 16:38:30 UTC
shibainuart,1447602221999214596,en,186,#Bitcoin Bulls Eye All-Time Highs As Shiba Inu $SHIB Price Surges Back   https://t.co/pyVNEsRh65,['bitcoin'],14,['shib'],MILKSHAKE,561,2021-10-11 16:37:19 UTC
shibainuart,1447602100830040067,en,288,Shiba Inu  rebounds 40% despite selling by some $SHIB whales  Source:  https://t.co/Uoiq4yL5NW,[],30,['shib'],MILKSHAKE,819,2021-10-11 16:36:50 UTC
shibainuart,1447601862379667459,en,175,"Bitcoin (BTC), Shiba Inu Coin $SHIB and Fantom (FTM) Cryptos Leading the Crypto Market Higher  Source:  https://t.co/LW6R6z0QPd",[],25,['shib'],MILKSHAKE,455,2021-10-11 16:35:53 UTC
shibainuart,1447601682053951490,en,507,Here's how Shiba Inu $SHIB can dethrone Cardano and rank third-largest crypto by market cap  Source:  https://t.co/G7Js1fsuUp,[],71,['shib'],MILKSHAKE,1334,2021-10-11 16:35:10 UTC
shibainuart,1447601574138679297,en,168,Shiba Inu's $SHIB Price Increased More Than 14% Within 24 hours  Source: @Benzinga   https://t.co/pZLCG7cbJr,[],15,['shib'],MILKSHAKE,465,2021-10-11 16:34:45 UTC
shibainuart,1447601355162484736,en,219,"Shiba Inu Begins Its Weekly Trading Session on Bullish Note, $SHIB Price Up 20%  Source:  https://t.co/9H1VXBS75Z",[],14,['shib'],MILKSHAKE,605,2021-10-11 16:33:52 UTC
shibainuart,1447601194176679938,en,310,When Will Shiba Inu $SHIB Hit Robinhood? Investors Want to Know as SHIB Closes in on All-Time High.  Source:  https://t.co/N4zRaakuom,[],39,['shib'],MILKSHAKE,829,2021-10-11 16:33:14 UTC
shibainuart,1447601075893129219,en,266,Shiba wars price: Shiba Inu IGNITE as $SHIB climbs to a new high in the Dogecoin rankings.  Source:  https://t.co/QNuv873P8g,[],26,['shib'],MILKSHAKE,722,2021-10-11 16:32:46 UTC
shibainuart,1446318493964533762,en,540,Meanwhile.... The Shiba Inu $SHIB party continues somewhere.  Credit: @ A_Whale (Telegram User who shared it)  https://t.co/v6cpA0A06D,[],84,['shib'],MILKSHAKE,1708,2021-10-08 03:36:14 UTC
shibainuart,1446243985014419487,en,477,Shiba Inu $SHIB took 14 months to hit a market value of $12 billion. It took dogecoin 6 times as long to reach that milestone.   https://t.co/3JABulRO4y,[],55,['shib'],MILKSHAKE,1338,2021-10-07 22:40:10 UTC
shibainuart,1446243799944949790,en,484,"No, Elon Musk’s Shiba Inu $SHIB Tweet Isn’t Pumping SHIB’s Price.   https://t.co/z1pXIZ1RW2",[],99,['shib'],MILKSHAKE,1665,2021-10-07 22:39:26 UTC
shibainuart,1446003706042871812,en,827,"🚅Unstoppable: Shiba Inu $SHIB surpasses Litecoin, Chainlink and Bitcoin Cash by market capitalization.   Source:  https://t.co/G4KQU6nX95",[],120,['shib'],MILKSHAKE,2244,2021-10-07 06:45:23 UTC
shibainuart,1445882912725889029,en,535,"Shiba Inu truly grew into an ecosystem in such short time. It's been incredible to see the energy, community orientation, and the amount of holders growing each day in this ecosystem. $SHIB is just doing amazing things and always setting record breaking moments in crypto history.",[],159,['shib'],MILKSHAKE,1656,2021-10-06 22:45:24 UTC
shibainuart,1445793818180083721,en,320,🍥#shibainu Shiba Inu $SHIB continues to trend for a third day in a row in the United States and other countries.  https://t.co/czEgszqrpF,['shibainu'],29,['shib'],MILKSHAKE,856,2021-10-06 16:51:22 UTC
shibainuart,1445762504424968208,en,253,BTC Touched Monthly High at $52K: Shiba Inu $SHIB Enters Top 20 After 220% Weekly Gains (Market Watch)   https://t.co/eWhKhXETdO,[],27,['shib'],MILKSHAKE,649,2021-10-06 14:46:56 UTC
shibainuart,1445762171003031563,en,330,Interesting analysis: These Catalysts Will Propel Shiba Inu $SHIB Price to the 0.00005 Mark!   https://t.co/5MdexZY9Cm,[],32,['shib'],MILKSHAKE,767,2021-10-06 14:45:37 UTC
shibainuart,1445761807105155073,en,267,Shiba Inu buys more than 6 trillion $SHIB coins over 2 days; starts uptrend.   https://t.co/tcNqAdLwvV,[],26,['shib'],MILKSHAKE,698,2021-10-06 14:44:10 UTC
shibainuart,1445761641803517952,en,452,"Shiba Inu $SHIB Leads the Crypto Market, Currently the Most Traded Asset on #Binance, #Coinbase, and #Huobi   https://t.co/ML4vkSjkX6","['binance', 'coinbase', 'huobi']",40,['shib'],MILKSHAKE,1189,2021-10-06 14:43:31 UTC
shibainuart,1445761513453621253,en,479,"Not Dogecoin, It’s Shiba Inu $SHIB to the Moon!  Source:  https://t.co/RhKn1vfD8f",[],44,['shib'],MILKSHAKE,1292,2021-10-06 14:43:00 UTC
shibainuart,1445761286353014801,en,376,Dogecoin Killer. Shiba Inu $SHIB entered the top 20 largest cryptocurrencies by capitalization.   https://t.co/U3rGWXVoOi,[],42,['shib'],MILKSHAKE,1341,2021-10-06 14:42:06 UTC
shibainuart,1445761140508672014,en,193,Shiba Inu Value Jumps By 49 Percent To See $SHIB Break Into Top 20 Crypto Coins List   #SHIBDELETEAZERO x #SHIB Source:  https://t.co/5DK2nnAUW8,"['shibdeleteazero', 'shib']",22,['shib'],MILKSHAKE,482,2021-10-06 14:41:31 UTC
shibainuart,1445760189978669057,en,236,Current Shiba Inu $SHIB Rank Update:  Rank # 20 @CoinMarketCap  Rank # 17 @coingecko,[],24,['shib'],MILKSHAKE,736,2021-10-06 14:37:44 UTC
shibainuart,1445554821226844164,en,454,Shiba Inu  $SHIB Buzzing More On Twitter Than Dogecoin And #Bitcoin   https://t.co/0lyKBV6BGC,['bitcoin'],71,['shib'],MILKSHAKE,1317,2021-10-06 01:01:41 UTC
shibainuart,1445502253335343109,en,292,#SHIB is set to become the biggest gainer for Q4 at this rate..   SHIBA INU ROI: 1049207.65% @CoinMarketCap  https://t.co/6qbDUWJOrL,['shib'],47,[],MILKSHAKE,909,2021-10-05 21:32:47 UTC
shibainuart,1445436439357919237,en,867,Shiba Inu $SHIB Becomes Most-Traded Cryptocurrency on Coinbase   https://t.co/H1s0pRGoFD,[],87,['shib'],MILKSHAKE,2308,2021-10-05 17:11:16 UTC
shibainuart,1445432186438438915,en,298,Why Shiba Inu $SHIB Is Skyrocketing Today   https://t.co/5ErrEeRUGa,[],34,['shib'],MILKSHAKE,835,2021-10-05 16:54:22 UTC
shibainuart,1445224185395957762,en,435,"Bitcoin breaks $49k, while Shiba Inu $SHIB ‘eats a zero’ on Robinhood rumours   https://t.co/gwMzHqmHcg",[],75,['shib'],MILKSHAKE,1448,2021-10-05 03:07:51 UTC
shibainuart,1445173805249273859,en,442,#SHIBA Now Trending - 47.9K Tweets - WOOF!  https://t.co/rVPSXhUKTJ,['shiba'],95,[],MILKSHAKE,1365,2021-10-04 23:47:39 UTC
shibainuart,1445124102537166857,en,418,"Shiba Inu Watchlist Update:  $SHIB On 1,141,091 watchlists $DOGE On 1,148,258 watchlists",[],65,"['shib', 'doge']",MILKSHAKE,1486,2021-10-04 20:30:09 UTC
shibainuart,1445123648268877825,en,326,SHIBA INU $SHIB Rank Update:  #34 @CoinMarketCap  #31  @coingecko,[],51,['shib'],MILKSHAKE,991,2021-10-04 20:28:21 UTC
