likes_count,name,created_at,retweets_count,id,replies_count,hashtags,language,cashtags,tweet,username
1177,THEWIZARD ( dont dm u ),2021-10-28 20:44:16 UTC,61,1453824961169219584,120,[],en,"['vra', 'floki', 'luna', 'fet']",My 4 biggest winners of 2020/2021  Bought $vra under 1 mil marketcap Bought $floki at 20 mil marketcap Bought $luna below $0.20 Bought $fet below $0.01  Outperformed CT  https://t.co/imPhPQG1N2,cryptowizardd
163,THEWIZARD ( dont dm u ),2021-10-27 23:04:30 UTC,38,1453497865351974920,24,[],en,"['emtrg', 'mtrg', 'mlt', 'floki', 'nftb', 'fet', 'luna', 'mtrg', 'qrdo']",$EMTRG $MTRG  thats the tweet... save it homies. Back at ya soon.  $MLT $FLOKI $NFTB $FET $LUNA $MTRG $QRDO  https://t.co/BSk9KaAAt6,cryptowizardd
414,THEWIZARD ( dont dm u ),2021-10-27 23:00:37 UTC,42,1453496887064080384,56,"['few', 'bsc']",en,"['floki', 'doge', 'shiba', 'luna', 'fet', 'trac']",Bought $floki at 20 mil marketcap  Passed 1 billion dollar mc today.  Now u understand why my portfolio is outperforming 99.9% ON cryptotwitter   #few  $doge $shiba #bsc $luna $fet $trac,cryptowizardd
1577,THEWIZARD ( dont dm u ),2021-10-27 16:15:51 UTC,133,1453395025681911816,219,[],en,"['shiba', 'doge', 'luna', 'fet', 'chz', 'ftt']",Time that $shiba and $doge money flows into real projects  $LUNA $FET $CHZ $FTT,cryptowizardd
141,THEWIZARD ( dont dm u ),2021-10-26 18:05:26 UTC,59,1453060215356723211,112,"['giveaway', 'terranfts', 'dreamscapes', 'dreamscapes', 'terranfts']",en,"['luna', 'luna']","15 $LUNA #Giveaway, 3 winners!   @EDDASWAP  is auctioning 7 limited edition #TerraNFTs called #Dreamscapes on the 3rd November at  @randomearth_io   1) Follow @EDDASWAP  2) Quote tweet their pinned tweet with #Dreamscapes &amp; #TerraNFTs  3) Tag 2 fellow $LUNA community friends!",cryptowizardd
715,THEWIZARD ( dont dm u ),2021-10-26 17:00:42 UTC,77,1453043925955006471,26,[],en,['luna'],$LUNA about to show who s real King of the jungle  https://t.co/xH26re7O39,cryptowizardd
44,THEWIZARD ( dont dm u ),2021-10-26 00:50:40 UTC,1,1452799808507367426,29,"['nfts', 'terra', 'nfts']",en,[],What #NFTs should i look into  Check out this one on #terra  I Will keep all my #NFTs   Broke or rich 🏆  @thekwoonies,cryptowizardd
129,THEWIZARD ( dont dm u ),2021-10-25 20:23:46 UTC,20,1452732638876348417,15,['terra'],en,['tland'],$TLAND  👀🚀✅  coming soon to #Terra,cryptowizardd
396,THEWIZARD ( dont dm u ),2021-10-24 23:08:06 UTC,52,1452411608416886789,23,[],en,['luna'],u know $50 + $luna is coming 🌖🚀,cryptowizardd
84,THEWIZARD ( dont dm u ),2021-10-22 03:45:32 UTC,6,1451394261929365504,10,['terra'],en,[],👀 bullish on @staderlabs build on #terra   Read and find out 👇,cryptowizardd
195,THEWIZARD ( dont dm u ),2021-10-20 22:40:27 UTC,19,1450955096766943241,9,[],en,[],This one Will fly @Terra_Land on @StarTerra_io,cryptowizardd
598,THEWIZARD ( dont dm u ),2021-10-20 18:28:33 UTC,29,1450891704492609542,20,[],en,['luna'],$LUNA baggs still going strong  Your army leader 🌖,cryptowizardd
1971,THEWIZARD ( dont dm u ),2021-10-20 17:40:44 UTC,177,1450879673957761034,230,[],en,"['btc', 'luna', 'fet', 'ftt', 'chz']",Its not $btc that Will make u rich.  Its the few alts that Will have an insane run after this  Choose wise  👀🐐  $LUNA $FET $FTT $CHZ,cryptowizardd
437,THEWIZARD ( dont dm u ),2021-10-20 04:34:31 UTC,56,1450681813853216770,17,[],en,['luna'],In other words $1000 $luna is coming,cryptowizardd
87,THEWIZARD ( dont dm u ),2021-10-19 22:15:13 UTC,5,1450586359199113216,8,['terra'],en,['tland'],$TLAND 👀   ON #TERRA IS COMING 👍,cryptowizardd
240,THEWIZARD ( dont dm u ),2021-10-19 15:40:56 UTC,40,1450487136990416897,27,[],en,"['trac', 'trac', 'mlt', 'nftb', 'reva', 'luna', 'fet', 'qrdo', 'fcl']",$TRAC been accumulating this for long time.   All i say i Enjoy the profits soon  $TRAC $MLT $NFTB $REVA $LUNA $FET $QRDO $FCL  https://t.co/hDAtJdxD2v,cryptowizardd
184,THEWIZARD ( dont dm u ),2021-10-18 14:05:52 UTC,17,1450100821576896516,12,['terra'],en,['tland'],Buy real estates with $TLAND   Next level project building on #terra,cryptowizardd
120,THEWIZARD ( dont dm u ),2021-10-16 16:25:12 UTC,10,1449411112143818754,11,['terra'],en,[],Amazing project launching on #terra  Eyes on it 👀  Big backers aswell,cryptowizardd
778,THEWIZARD ( dont dm u ),2021-10-16 15:10:18 UTC,42,1449392262748717060,55,[],en,"['fet', 'luna']",From the begin i had $FET AND $LUNA in my name  2 of the best performing coins of 2021  Say no more  https://t.co/YToFb3YN9c,cryptowizardd
186,THEWIZARD ( dont dm u ),2021-10-15 12:26:14 UTC,21,1448988587031150613,15,['terra'],en,[],Another project launching on #terra eyes on this one,cryptowizardd
678,THEWIZARD ( dont dm u ),2021-10-14 20:29:43 UTC,71,1448747871851929607,45,[],en,['luna'],3 digit $luna is programmed   Never doubt the WIZZ SPELL.  https://t.co/zwrV6Ieyuu,cryptowizardd
107,THEWIZARD ( dont dm u ),2021-10-13 19:53:47 UTC,10,1448376440383320064,22,[],en,"['fcl', 'qrdo', 'vra', 'dot', 'fet', 'orion', 'luna']",Wizz ta  $FCL  SEND IT   $QRDO $VRA $DOT $FET $ORION $LUNA  https://t.co/6jOiwkoy0l,cryptowizardd
266,THEWIZARD ( dont dm u ),2021-10-13 18:56:34 UTC,40,1448362040570126339,39,[],en,"['qrdo', 'vra', 'fcl', 'mlt', 'land', 'light', 'bnb', 'nftb', 'form', 'buy', 'floki', 'fet', 'luna', 'mir', 'anc']",$QRDO  ceo former worker for binance and huobi  Metamask as partner  Coinbase as investor  Say no more see ya at $5  $VRA $FCL $MLT $LAND $LIGHT $BNB $NFTB $FORM $BUY $FLOKI $FET $LUNA $MIR $ANC  https://t.co/s3R9V44AfY,cryptowizardd
2284,THEWIZARD ( dont dm u ),2021-10-08 19:01:50 UTC,164,1446551426352697344,357,[],en,"['matic', 'chz', 'fet', 'luna', 'vra', 'floki', 'nftb', 'light', 'mlt', 'kcs', 'vgx', 'enj', 'xvs', 'ankr', 'wrx', 'idex']",2021 wizard public calls   $Matic at $0.05 $chz at $0.03 $FET at $0.009 $luna at $0.20 $vra at 600 k mc  $floki at 20 mil mc $nftb at 0.03 $light at $0.05 $mlt at $0.05 $kcs under $1 $vgx at $0.08 $enj at $0.10 $xvs at $3 $ankr at 40 mil mc $wrx at $0.10 $idex $0.10  Many more..,cryptowizardd
