created_at,tweet,username,hashtags,cashtags,retweets_count,likes_count,replies_count,coin
2021-11-10 15:53:23 UTC,Just checked mcap of $OHM and $WBTC.  $WBTC mcap $16billion!! $OHM mcap $3.6billion!!  What would be the mcap of both those wrapped into one???  We may find out with $PRXY very soon. Mcap $7mil  $ETH $BTC $DOGE $QNT $HTR $XPR $EQZ $SHIB $ADA $AVAX $TLOS $TEL $UBX,cryptocorleon,[],"['ohm', 'wbtc', 'wbtc', 'ohm', 'prxy', 'eth', 'btc', 'doge', 'qnt', 'htr', 'xpr', 'eqz', 'shib', 'ada', 'avax', 'tlos', 'tel', 'ubx']",3,17,2,WBTC
2021-11-21 16:47:47 UTC,"👀 ""early access to #CCIP"" - in August  Based $wBTC Ben   I wonder who else signed up besides $aave $ens $cel   👀  #ETH $ETH $AVAX $SOL $MATIC    #Bitcoin $BTC #BTC  https://t.co/Soy6tiAcY7",nullpackets,"['ccip', 'eth', 'bitcoin', 'btc']","['wbtc', 'aave', 'ens', 'cel', 'eth', 'avax', 'sol', 'matic', 'btc']",14,52,3,WBTC
2021-11-14 21:49:49 UTC,Chainlink makes #Bitcoin #DeFI  #AllTheChains #AllTheWorldsData #CCIP  $LINK $wBTC #ProofOfReserves  #BTC $BTC  https://t.co/duhDuvphZo,nullpackets,"['bitcoin', 'defi', 'allthechains', 'alltheworldsdata', 'ccip', 'proofofreserves', 'btc']","['link', 'wbtc', 'btc']",8,33,0,WBTC
2021-10-15 04:04:33 UTC,"🐳💱 2,598.96 $WBTC ($154,599,135 USD) transferred from #BlackHole to #AlamedaResearch  Transaction:  https://t.co/Lb8ZX9tMth  #WBTC #Bitcoin #BTC #DeFi",whalestats,"['blackhole', 'alamedaresearch', 'wbtc', 'bitcoin', 'btc', 'defi']",['wbtc'],2,17,3,WBTC
2021-09-08 06:57:16 UTC,"🐋🐋 An ETH whale just bought 162 $Wrapped BTC ($7,339,029 USD).  Ranked #249 on WhaleStats:  https://t.co/PlxzENS5jy  Transaction:  https://t.co/XgdAg39bcO  #wbtc #ethereum #whalestats #defi #erc20",whalestats,"['wbtc', 'ethereum', 'whalestats', 'defi', 'erc20']",[],0,9,0,WBTC
2021-09-05 23:26:34 UTC,"🐋🐋🐋 An ETH whale just bought 268 $Wrapped BTC ($13,878,475 USD).  Ranked #581 on WhaleStats:  https://t.co/92qDcPadyG  Transaction:  https://t.co/kAx95nrLdG  #wbtc #ethereum #whalestats #defi #erc20",whalestats,"['wbtc', 'ethereum', 'whalestats', 'defi', 'erc20']",[],2,8,0,WBTC
2021-09-01 17:36:26 UTC,"🐋🐋 An ETH whale just bought 199 Wrapped BTC ($9,758,774 USD).  Ranked #797 on WhaleStats:  https://t.co/nofNizK6JR  Transaction:  https://t.co/LAtAf9PFSX  #wbtc #ethereum #whalestats #defi #erc20",whalestats,"['wbtc', 'ethereum', 'whalestats', 'defi', 'erc20']",[],0,3,0,WBTC
2021-09-01 17:36:26 UTC,"🐳🐳 An ETH whale just bought 199 Wrapped BTC ($9,750,410 USD).  Ranked #797 on WhaleStats:  https://t.co/nofNizK6JR  Transaction:  https://t.co/9mNznqL0GQ  #wbtc #ethereum #whalestats #defi #erc20",whalestats,"['wbtc', 'ethereum', 'whalestats', 'defi', 'erc20']",[],0,2,2,WBTC
