likes_count,retweets_count,replies_count,id,language,hashtags,name,created_at,tweet,cashtags,username
140,42,77,1455471003279241218,en,"['crypto', 'gateio', 'coti', 'icx', 'cro', 'dot', 'omg', 'xec', 'btc', 'one', '10set', 'safemoon']",Gate.io,2021-11-02 09:45:03 UTC,What #Crypto Opportunities Should You Catch in November?🧐  The Major Upcoming Events May Give You a Hint!  Check Out The Graphic Below For More Info👇  #Gateio #COTI #ICX #CRO #DOT #OMG #XEC #BTC #ONE #10SET #SAFEMOON  https://t.co/RV0A0ZT00n,[],gate_io
33,4,8,1455153936902627332,en,"['akro', 'polkadot', 'dot', 'crypto', 'gateio']",Gate.io,2021-11-01 12:45:08 UTC,@Polkadot Tokens on  https://t.co/8kWqgEeplL To Keep Your Eye On  @akropolisio #AKRO is Pumping with +23.1%😋  Which #Polkadot project are you interested in?😎  Trade $AKRO:  https://t.co/7MLUsqPIR9 More About #DOT:  https://t.co/brepnGBW6t  #Crypto #Gateio  https://t.co/16h4fPyLSN,['akro'],gate_io
92,27,56,1455106099124768769,en,"['polkadot', 'ksm', 'kusama']",Gate.io,2021-11-01 09:35:03 UTC,The Long-Awaiting #Polkadot Parachain Auction Is Imminent🙌  Do you remember which projects are involved in the first round of the #KSM slot auction? Why is the #Kusama slot auction interesting?  👇Check out our blog👇   https://t.co/8kWqgEeplL Blog:  https://t.co/IHENnwXfV8  https://t.co/KkYft5fnDg,[],gate_io
93,30,36,1454093285765550085,en,"['dot', 'crypto', 'gateio']",Gate.io,2021-10-29 14:30:29 UTC,"Top @Polkadot Tokens on  https://t.co/8kWqgEeplL  Top Performer ( $SAITO ) @SaitoOfficial +40.5% Gains  Trade $SAITO:  https://t.co/L00AgXTuef More About #DOT:  https://t.co/brepnGBW6t  #Crypto #Gateio""  https://t.co/ZxAPk3z33z","['saito', 'saito']",gate_io
0,0,0,1453954107518033927,en,[],Gate.io,2021-10-29 05:17:27 UTC,@Mohamme95443507 @dot_finance Hi there! Thanks for reaching out. You can apply for a listing via this link:  https://t.co/ujnQDNauAD,[],gate_io
154,50,46,1453745979849691143,en,"['saito', 'polkadot', 'dot', 'crypto', 'gateio']",Gate.io,2021-10-28 15:30:25 UTC,Top @Polkadot Tokens on  https://t.co/8kWqgEeplL  Top Performer ( #SAITO ) @SaitoOfficial +17% Gains  Which #PolkaDot Token Are You Holding?  Trade $SAITO:  https://t.co/L00AgXTuef More About #DOT:  https://t.co/brepnGBW6t  #Crypto #Gateio  https://t.co/m4Ux4YlgDB,['saito'],gate_io
87,26,43,1453372184794107914,en,"['polkadot', 'xed', 'dot', 'crypto', 'gateio']",Gate.io,2021-10-27 14:45:05 UTC,Top #Polkadot Tokens on  https://t.co/8kWqgEeplL  @Exeedme ( $XED ) is Up By +12.94%   It's Time To Grab Some #XED On  https://t.co/8kWqgEeplL To Book Profits  Trade:  https://t.co/FlvMoGmVMC Learn More About #DOT:  https://t.co/brepnGBW6t  #Crypto #Gateio  https://t.co/N3xkz8KCN4,['xed'],gate_io
71,28,36,1453266477386280960,en,"['dot', 'gateio', 'etf']",Gate.io,2021-10-27 07:45:03 UTC,"⭐️ https://t.co/8kWqgEeplL Academy⭐️   😍Long or Short? Guess the price direction of #DOT  💎 https://t.co/8kWqgEeplL ETF Mini Tasks 1-3  💎Win &amp; share a $10,000 prize pool  ➡️Details:  https://t.co/i31TzFt2K5 ➡️Participation:  https://t.co/sK9k3xlTKw  #Gateio #ETF  https://t.co/tkTL2zAcH8",[],gate_io
181,50,46,1452975852937953290,en,"['pbr', 'polkadot', 'dot']",Gate.io,2021-10-26 12:30:12 UTC, https://t.co/8kWqgEeplL Top Daily Gainers In The @Polkadot Ecosystem  Top Performer: @realpolkabridge ( #PBR ) +18.15% Gains  Which #PolkaDot Project Will Make It To The Top ?  Trade $PBR:  https://t.co/m5YMn0U1y7 Read More About #DOT:  https://t.co/brepnGBW6t  https://t.co/KsvaLohWco,['pbr'],gate_io
93,35,40,1452948127799918595,en,[],Gate.io,2021-10-26 10:40:02 UTC,@giuseppesep1914 @Polkadot @litentry When do you want us to work on it? We will get it for you ;),[],gate_io
1,1,0,1452947784701661186,en,['lit'],Gate.io,2021-10-26 10:38:40 UTC,@okore_chinyere @Polkadot @litentry That's a #LIT Comment ;),[],gate_io
0,0,0,1452947688270360576,en,[],Gate.io,2021-10-26 10:38:18 UTC,@Affmin_phovid @Polkadot @litentry Indeed it is :)  Which one are you supporting BTW?,[],gate_io
63,19,53,1452651257454383117,en,"['gateio', 'liquiditymining', 'mining']",Gate.io,2021-10-25 15:00:23 UTC, https://t.co/8kWqgEeplL Liquidity Mining APR Ranking Update  1. $DOT / $USDT 2. $FIL / $USDT  3. $ETH / $USDT   Limited Rewards Up For Grabs For 16 Days  Add Liquidity:  https://t.co/Ffc9RXvLQp Details:  https://t.co/AT3cP2h0QQ  #Gateio #liquiditymining #mining  https://t.co/zuGXBKGoKW,"['dot', 'usdt', 'fil', 'usdt', 'eth', 'usdt']",gate_io
83,32,42,1452613433766158337,en,"['lit', 'lit', 'dot']",Gate.io,2021-10-25 12:30:05 UTC,Top Performing @Polkadot Tokens on  https://t.co/8kWqgEeplL  @litentry ( #LIT ) is Up By 10.81%  Grab $LIT On  https://t.co/8kWqgEeplL To Book Profits  Trade #LIT:  https://t.co/MfX8uH5WSh  Read More About #DOT:  https://t.co/brepnGBW6t  https://t.co/N1cRFci4SB,['lit'],gate_io
78,19,51,1452537970221887498,en,"['polkadot', 'gateio', 'parachain']",Gate.io,2021-10-25 07:30:13 UTC,#Polkadot Parachain Slot Auctions Are Imminent  What's The Difference Between @Polkadot &amp; @kusamanetwork Slot Auction?  Why Is Polkadot Network So Popular?  Find The Answer In The  https://t.co/8kWqgEeplL Blog Below Link:  https://t.co/Re8jUIiaCA #Gateio #parachain  https://t.co/1jAHXaqmu0,[],gate_io
178,56,77,1451777574473019395,en,"['gateio', 'polkadot', 'kusama']",Gate.io,2021-10-23 05:08:41 UTC,"📢  https://t.co/8kWqgEeplL Startup Free Offering: @KSMStarter   Duration: Oct 25th, 02:00 - 11:00 (UTC)  💠Price: $0  💠Startup Supply: 32,538 $KST 💠Trading: Oct 25th, 13:00 (UTC)   Participate:  https://t.co/YASjRYt73D Details:  https://t.co/wIsXufb8HL  #Gateio #Polkadot #Kusama  https://t.co/Euz5Rmiavy",['kst'],gate_io
107,33,94,1451572829313449988,en,"['bnc', 'dot', 'crypto', 'gateio']",Gate.io,2021-10-22 15:35:06 UTC,Top @Polkadot Tokens on  https://t.co/8kWqgEeplL  @bifrost_finance ( #BNC ) Is Up By 58.5%  Trade:  https://t.co/zimwZb7Hhv  ➡️Learn More About #DOT:  https://t.co/bh0OCiw4WN  #Crypto #Gateio  https://t.co/ws4oj1IRv0,[],gate_io
1,0,0,1451486825772724226,en,['dot'],Gate.io,2021-10-22 09:53:21 UTC,@tuanpower85 @splytcore @Polkadot What's your favorite #DOT projecct?,[],gate_io
62,16,29,1451143752177917953,en,"['polkadot', 'shopx', 'dot', 'crypto', 'gateio']",Gate.io,2021-10-21 11:10:06 UTC,Top #Polkadot Tokens on  https://t.co/8kWqgEeplL Today  1st Rank: @splytcore $SHOPX +31.2%  Which @Polkadot Project Will Be In Top Ranks Tomorrow?    Trade #SHOPX:  https://t.co/G5J7HHSvov  Learn More About #DOT:  https://t.co/bh0OCiw4WN  #Crypto #Gateio  https://t.co/Hd6X9Cv6Cl,['shopx'],gate_io
79,24,65,1450805270792265729,en,"['polkadot', 'dot', 'crypto', 'gateio']",Gate.io,2021-10-20 12:45:05 UTC,Top #Polkadot Tokens on  https://t.co/8kWqgEeplL  @HeyEdgeware ( $EDG ) Outperforms Everyone With 21.4% Gains  Which @Polkadot token do you think will rank 1st tomorrow?   Trade:  https://t.co/5XYicYXSge Learn more about #DOT:  https://t.co/bh0OCiw4WN  #Crypto #Gateio  https://t.co/7pJex4BDYI,['edg'],gate_io
121,30,507,1450442882171744260,en,"['polkadot', 'auction', 'dot', 'crypto', 'gateio']",Gate.io,2021-10-19 12:45:05 UTC,⭐️Top #Polkadot Tokens on  https://t.co/8kWqgEeplL⭐️  👉@bounce_finance #AUCTION is up 16.5% gains  👉Which @Polkadot token are you holding?  ➡️Trade:  https://t.co/bBccMPRBnL ➡️Learn more about #DOT:  https://t.co/bh0OCiw4WN  #Crypto #Gateio  https://t.co/kZOAY6grQB,[],gate_io
69,18,46,1450075450571644936,en,"['pbr', 'dot', 'crypto', 'gateio', 'dot']",Gate.io,2021-10-18 12:25:03 UTC,🔥 https://t.co/8kWqgEeplL Top @Polkadot Gainers🔥   🤑@realpolkabridge (#PBR +8.2%) is making moves🤑  👉Trade $PBR:  https://t.co/m5YMn0U1y7  ➡️Learn More About #DOT:  https://t.co/bh0OCiw4WN  #Crypto #Gateio #DOT  https://t.co/GnUrefiHPb,['pbr'],gate_io
67,15,35,1450041475450933248,en,"['gate', 'gainers']",Gate.io,2021-10-18 10:10:02 UTC,"⭐️ #Gate.io Weekly Gainer⭐️  ⏰Date: October 18th, 2021⏰  📈7 Day Price Change📈  1️⃣ $STX      +26.40% 2️⃣ $DOT      +24.90% 3️⃣ $MATIC  +19.20%                                                                     ➡️Trade:  https://t.co/H1U7rFyEc5  #Gainers  https://t.co/R6TblLhUDo","['stx', 'dot', 'matic']",gate_io
1,0,4,1449322814356418562,en,[],Gate.io,2021-10-16 10:34:20 UTC,@DOT_Code007 @PolkaCity Can you share some screenshots?,[],gate_io
74,23,41,1449004804726996994,en,"['conv', 'crypto', 'gateio', 'dot']",Gate.io,2021-10-15 13:30:41 UTC,😎Top Performing @Polkadot Tokens on  https://t.co/8kWqgEeplL  🏆 @ConvergenceFin ( $CONV ) Is 🚀 To The Moon With 14.4% Gains  Trade #CONV:  https://t.co/r3XJoZUvHg  👇Read More About $DOT 👉Blog Link:  https://t.co/bh0OCiw4WN  #Crypto #Gateio #DOT  https://t.co/fJtw91nGWa,"['conv', 'dot']",gate_io
88,30,35,1448982054226513925,en,"['gateio', 'crypto', 'dot']",Gate.io,2021-10-15 12:00:17 UTC,"🔥First  https://t.co/8kWqgEeplL Polkadot Slot Auction Event🔥  ⏰Time: November 11th, 2021  👉Keep an eye on @gate_io for updates!  ➡️Details:  https://t.co/d9nKKNHagZ  #Gateio #Crypto #DOT  https://t.co/C8BCMRJf0U",[],gate_io
110,27,73,1448646093215092736,en,"['kyl', 'gateio']",Gate.io,2021-10-14 13:45:17 UTC,😎Top Performing @Polkadot Tokens on  https://t.co/8kWqgEeplL  😍@Kylin_Network ( $KYL ) Outperforms Everyone With 33.9% Gains  ✊Grab #KYL On  https://t.co/8kWqgEeplL To Book Profits  👉Trade $KYL:  https://t.co/TqgromdBIY  #Gateio  https://t.co/CNjYsPYq7W,"['kyl', 'kyl']",gate_io
60,23,28,1448478332501172231,en,"['gateio', 'etf', 'leveragedtoken', 'dot', 'crypto', 'cryptocurrencies']",Gate.io,2021-10-14 02:38:40 UTC,🔥DOT5L Price Change in the last 24 hours🔥 🌈+71.50% 🚀 ⚡️#Gateio #ETF #leveragedtoken #DOT 👉 https://t.co/8kWqgDWNXb ETF:  https://t.co/KdkdHFLiXm  #Crypto #cryptocurrencies  https://t.co/4olVoND9Pj,[],gate_io
73,40,32,1448152823884046338,en,"['gateio', 'polkadot', 'dot', 'etf']",Gate.io,2021-10-13 05:05:13 UTC,"⭐️ https://t.co/8kWqgEeplL ETF 24 Hour Price Change⭐️  ⏰Date: October 13, 2021⏰  1️⃣ $DOT5L : +39.40%                                                                      ➡️Trade Now:  https://t.co/mT6amOD5Tv  #Gateio #polkadot #DOT #ETF  https://t.co/XfH2FniScn",[],gate_io
50,14,37,1445729312728965120,en,"['dot', 'usdt', 'fil', 'usdt', 'xrp', 'usdt']",Gate.io,2021-10-06 12:35:03 UTC,🔥 https://t.co/8kWqgDWNXb LM Pools are on fire  ⏳14 Day Time-Limited Rewards  💎Add Liquidity: #DOT/#USDT:  https://t.co/OBW9gQdqXz 💎Add Liquidity: #FIL/#USDT:  https://t.co/Do96TALiCO 💎Add Liquidity: #XRP/#USDT:  https://t.co/ONcdlDdFOD  ➡️Details:  https://t.co/7QAbUF1wSA  https://t.co/HEHTMk6pEq,[],gate_io
102,44,37,1443423864982327297,en,"['dot', 'gate', 'dot', 'eth', 'eos', 'xrp', 'dydx', 'etf', 'leveragedtoken']",Gate.io,2021-09-30 03:54:01 UTC,Top 5 ETF Token #DOT #1🔥🔥 👉Trade Now： https://t.co/lz15nqcPsf #Gate #DOT #ETH #EOS #XRP #DYDX #ETF #leveragedtoken  https://t.co/6oCuODPmvd,[],gate_io
66,21,19,1441964939397111812,en,"['gateio', 'etfs', 'dot', 'polkadot', 'leveragedtokens']",Gate.io,2021-09-26 03:16:46 UTC,🔥  https://t.co/8kWqgDWNXb ETF 24-hour Price Change 🔥  Date: September 26th  🔵 SPOT: $DOT -7.69% 📈 ETF: $DOT5S  +46.74%  Trade Now 👉  https://t.co/SjalmrBaZg  #Gateio #ETFs #DOT #Polkadot #LeveragedTokens  https://t.co/c98nO5sQQq,['dot'],gate_io
1023,106,92,1439880277808095237,en,"['gateio', 'dot', 'etfs', 'crypto']",Gate.io,2021-09-20 09:13:04 UTC,"✨Join Our  https://t.co/8kWqgEeplL Trading Competition✨  😍Trade $DOT with ETFs😍  🤑Share A $25,000 Prize Pool🤑  ➡️Registration:  https://t.co/QcExSkLQeL ➡️Details:  https://t.co/fHjVtIiXgZ  #Gateio #DOT #ETFs #Crypto  https://t.co/GMRzNuy6OP",['dot'],gate_io
65,10,17,1439075346763165696,en,"['dot', 'gateio', 'etf', 'leveragedtoken', 'polkadot']",Gate.io,2021-09-18 03:54:34 UTC,✨  https://t.co/8kWqgEeplL ETF 24-Hour Price Change ✨  #DOT did it again!    🚀 $DOT5S: +261.95% 🚀  👉 Trade ETFs Now： https://t.co/SjalmrSMnQ  #Gateio #ETF #LeveragedToken #Polkadot  https://t.co/z5CavODTRH,[],gate_io
48,13,16,1438842766935609347,en,['gateio'],Gate.io,2021-09-17 12:30:22 UTC,⭐️ #Gateio Liquidity Mining Pool⭐️   🤑14 Days Limited Rewards🤑  👉Add Liquidity For DOT/USDT:  https://t.co/xVo1akfXYI 👉Add Liquidity For FIL/USDT:  https://t.co/G68GeqXMO6 👉Add Liquidity For XRP/BTC:  https://t.co/zrPkLbA4Ap   ➡️Details:  https://t.co/ubpT24UaF7  https://t.co/R1mrnEFzqE,[],gate_io
41,14,11,1438441577576218624,en,"['gateio', 'etf']",Gate.io,2021-09-16 09:56:11 UTC,😍Hurry Up😍  🙈Only 3 Days Left To Participate In ETF Competition🙈  #Gateio $DOT #ETF,['dot'],gate_io
58,18,17,1438357994442530817,en,"['dot', 'etf']",Gate.io,2021-09-16 04:24:03 UTC,Earn profits from any price trend with ETFs #DOT #ETF Trade ETFs Now:  https://t.co/hBlXCctvLL  https://t.co/y2BsY6flEl,[],gate_io
53,17,20,1437405914236076036,en,"['gateio', 'dot', 'etfs', 'crypto']",Gate.io,2021-09-13 13:20:50 UTC,"✨Join  https://t.co/8kWqgEeplL Trading Competition  😍Trade $DOT with ETFs  🤑Share in a $25,000 Prize Pool  ➡️Application:  https://t.co/g7QP0h7KiT ➡️Details:  https://t.co/TrsljPBgTZ ➡️Trade:  https://t.co/GZD8bNGNn7  #Gateio #DOT #ETFs #Crypto  https://t.co/sn7jEFoXhE",['dot'],gate_io
302,103,361,1437365455572905984,en,"['crypto', 'eth', 'dot', 'gt', 'babydoge', 'gateio']",Gate.io,2021-09-13 10:40:04 UTC,💁Which #crypto should I trade?   👉#ETH ? 👉#DOT ? 👉#GT ? 👉#BabyDoge ?  #Gateio  https://t.co/nf010mmhCE,[],gate_io
53,17,25,1437311076656455687,en,"['dot', 'celr', 'ocean', 'lina', 'gateio', 'cryptolending']",Gate.io,2021-09-13 07:03:59 UTC,🔥Don't miss out on the latest trending coins at  https://t.co/8kWqgEeplL🔥  ✨ $CELR is Up By 11.78%  💫Lend &amp; Borrow Now 💫 #DOT 👉  https://t.co/sD5JuWtG0O #CELR 👉  https://t.co/74bnERa2mm #OCEAN 👉  https://t.co/UU5phw92oO #LINA 👉  https://t.co/sItI1AnUMz  #GateIo #CryptoLending  https://t.co/O1svx83zAH,['celr'],gate_io
53,16,14,1436245016066805761,en,"['dot5l', 'gateio', 'dot', 'etf', 'leveragedtoken', 'long']",Gate.io,2021-09-10 08:27:50 UTC,⭐️24 Hour Price Change⭐️  👉#DOT5L +453.20%  👉Current Price：$0.1937  ➡️Trade Now:  https://t.co/vbZjh8dhBN  #Gateio #DOT #ETF #leveragedtoken #long  https://t.co/t8sawCsVAx,[],gate_io
37,13,7,1435546893535399936,en,"['gateio', 'dot', 'etf', 'leveragedtoken', 'short']",Gate.io,2021-09-08 10:13:45 UTC,"⭐️ https://t.co/8kWqgEeplL ETF 24 Hour Price Change⭐️  ⏰Date: September 8, 2021⏰  1️⃣ $DOT5S: +504.30% 🚀                                                                     ➡️Trade Now： https://t.co/lz15nqcPsf  #Gateio #DOT #ETF #leveragedtoken #short  https://t.co/QRvWHptPtC",[],gate_io
42,17,17,1434777241079189506,en,"['gateio', 'polkadot', 'dot', 'etf']",Gate.io,2021-09-06 07:15:25 UTC,"⭐️ https://t.co/8kWqgEeplL ETF 24 Hour Price Change⭐️  ⏰Date: September 6, 2021⏰  1️⃣ $DOT5L: +101.55%  2️⃣ $BTC5L: +77.15%                                                                      ➡️Trade Now： https://t.co/4UAmVS4cdQ  #Gateio #polkadot #DOT #ETF  https://t.co/36SQDKh6NU",[],gate_io
86,36,30,1433818332080361477,en,[],Gate.io,2021-09-03 15:45:04 UTC,"Tomorrow, we have a present for all you $DOT fans😋  Don't miss this special AMA😉  Time: September 4th at 14:30 UTC⏳   https://t.co/8kWqgEeplL BDM @MarielaTanchez will be hosting @standarddefi⚡️   $STND - The New Standard For Digital Assets🔥  👉Link:  https://t.co/g88a1gyNYq  https://t.co/010tJAZKiE","['dot', 'stnd']",gate_io
58,26,24,1433807191677587460,en,"['dot', 'fil', 'xrp', 'gateio']",Gate.io,2021-09-03 15:00:48 UTC,"🔥 Limited Rewards at  https://t.co/8kWqgEeplL's Liquidity Mining  🔶 #DOT/USDT @Polkadot 🔷 #FIL/USDT 🔶 #XRP/USDT @protonxpr  🔷Adds 14-Day Limited Rewards, today's Rewards are up to 2,173 $ACH  ➡️Liquidity:  https://t.co/cyyZWjX5wu ➡️Details:  https://t.co/QWfzkDjIuF  #Gateio  https://t.co/KcXDkA2Cyx",['ach'],gate_io
46,14,14,1433312587832180740,en,"['gate', 'eth', 'polkadot', 'dot', 'etf', 'leveragedtoken', 'long']",Gate.io,2021-09-02 06:15:25 UTC,24 hrs Price Change 🚀$ETH5L UP +305.95% 🚀 🚀$DOT5L  UP +176.80% 🚀  👉Trade Now： https://t.co/w8lctBrqZn #Gate.io #ETH #polkadot #DOT #ETF #leveragedtoken #long  https://t.co/Ml66J6vCJ5,[],gate_io
